image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,drawing,numDrawings,drawingSizes,practice_complete.keys,practice_complete.rt,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_2,trial_complete.keys,trial_complete.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_3,Image_List_4,Image_List_5,key_resp.keys,key_resp.rt
Image_List_2,space,52.88373,space,5.147935,space,10.020145,space,3.59337,0,0,0,1,1,ahead_left.jpg,ahead_left_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,1.58673,space,2.07638,0,1,1,4,1,left.jpg,left_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,1.028435,space,0.83154,0,2,2,6,1,right_left.jpg,right_left_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,0.871545,space,0.860625,0,3,3,0,1,ahead.jpg,ahead_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,0.83773,space,3.070995,0,4,4,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,0.795035,space,0.64905,0,5,5,5,1,right.jpg,right_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,0.885325,space,0.688945,0,6,6,2,1,ahead_right.jpg,ahead_right_path.jpg,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,0.790815,space,0.51403,0,0,0,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,0.867555,space,0.456145,0,1,1,5,1,right_2.jpg,right_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,0.65233,space,0.3237,0,2,2,0,1,ahead_2.jpg,ahead_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,0.5265,space,0.56359,0,3,3,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,0.759495,space,0.462755,0,4,4,2,1,ahead_right_2.jpg,ahead_right_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,0.744085,space,0.711845,0,5,5,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,43974,2020-11-19_13h47.33.224,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,1.219865,space,0.47746,0,6,6,4,1,left_2.jpg,left_2_path.jpg,,,,,,,,,,,,,,,,
