image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_3,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_4,Image_List_5,key_resp.keys,key_resp.rt
Image_List_3,space,5.46,space,2.493,space,19.84,space,6.224,0,0,0,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,115.406,space,2.465,0,1,1,4,1,left.jpg,left_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,3.78,space,2.148,0,2,2,0,1,ahead.jpg,ahead_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,7.179,space,2.098,0,3,3,1,1,ahead_left.jpg,ahead_left_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,3.474,space,2.61,0,4,4,2,1,ahead_right.jpg,ahead_right_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,3.646,space,1.132,0,5,5,5,1,right.jpg,right_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,6.106,space,1.679,0,6,6,6,1,right_left.jpg,right_left_path.jpg,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,,,,,,,,,,,,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,"[1280,800]",space,17.928,"[""right_box""]",space,1.965,0,0,0,4,1,left_2.jpg,left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,,,,,,,,,,,,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,"[1280,800]",space,21.501,"[""sharp_left_box"",""ahead_box""]",space,4.954,0,1,1,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,,,,,,,,,,,,44149,2020-11-12_17h58.46.359,lingCatScenes,2020.1.3,MacIntel,60,"[1280,800]",space,10.649,"[""ahead_box""]",space,1.215,0,2,2,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
