image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_2,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_3,Image_List_4,Image_List_5
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_left_box""]",,,,,,,,,,,,forestpath10.jpg,space,3.332985,"[0.010462426783812567,-0.16535210330138445,-0.20708117012779553]","[-0.3193182574547391,-0.30860623003194887,-0.3046250998402556]","[1,1,1]","[0,0,0]","[0,0,0]","[1.797099999996135,2.6470750000009957,3.1638949999979786]","[""trial_ahead_box"",""trial_slight_left_box""]",0,22,22,43,1,exerciseequipment5.jpg,dugout2.jpg,foodcourt.jpg,diningroom3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,lightingstore3.jpg,space,1.26302,[-0.023657980564430244],[-0.2979274826943557],[1],[0],[0],[1.0125499999992371],"[""trial_ahead_box""]",0,23,23,60,1,hometheater2.jpg,homegarage.jpg,kindergarten_classroom6.jpg,hallway.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_left_box"",""trial_right_box""]",,,,,,,,,,,,campsite6.jpg,space,5.36695,"[-0.02134085463258786,-0.3900592385516507,-0.3677199813631523,-0.4167789869542066,0.3986080604366347]","[-0.30101837060702874,-0.2703840521831736,-0.28800169728434505,-0.31330288205537804,-0.2855764110756124]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.7462999999988824,2.696529999993686,3.396134999995297,3.963569999999777,4.980529999993564]","[""trial_ahead_box"",""trial_left_box"",""trial_right_box""]",0,24,24,17,1,bikerack1.jpg,breakroom4.jpg,carmechanic.jpg,baseball6.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box""]",,,,,,,,,,,,diner12.jpg,space,2.317385,[-0.2162789536741214],[-0.3166350505857295],[1],[0],[0],[1.6805099999982076],"[""trial_slight_left_box""]",0,25,25,32,1,dancestudio6.jpg,constructionSite2.jpg,dentist4.jpg,cabin4.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box"",""trial_left_box""]",,,,,,,,,,,,stripmall.jpg,space,3.517045,"[-0.16862187167199147,-0.2382521299254526,-0.20933173588924386,-0.3671875,-0.3850838658146965]","[-0.29123402555910544,-0.27867911341853036,-0.2919745074547391,-0.2857220114483493,-0.3045169395633653]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.4806350000001203,2.031080000000884,2.396475000001601,2.813710000002402,3.2976150000033613]","[""trial_slight_left_box"",""trial_left_box""]",0,26,26,86,1,restaurant14.jpg,ruralroad3.jpg,sandDunes_desert_outdoor8.jpg,rooftop4.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,banquetHall6.jpg,space,1.282285,[-0.014772197816826411],[-0.2923405883919063],[1],[0],[0],[0.8466750000008005],"[""trial_ahead_box""]",0,27,27,8,1,attic3.jpg,balconyIN.jpg,bar.jpg,applestore4.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,homeoffice.jpg,space,3.23318,"[0.20509684504792333,0.39263012513312034]","[-0.3124708799254526,-0.30379309771033014]","[1,1]","[0,0]","[0,0]","[0.9141999999992549,3.0315350000018952]","[""trial_slight_right_box"",""trial_right_box""]",0,28,28,53,1,gazebo3.jpg,frontLawn3.jpg,homegarage3.jpg,fountain.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,metroInside4.jpg,space,1.61633,[0.01898628860489883],[-0.2982186834398296],[1],[0],[0],[1.3467149999995627],"[""trial_ahead_box""]",0,29,29,61,1,HorseRaceTrack.jpg,homegarden6.jpg,kindergarten_classroom7.jpg,hayfield6.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box""]",,,,,,,,,,,,frontFoyer7.jpg,space,6.35076,"[-0.17940045926517573,0.03886281948881789]","[-0.30226221379126733,-0.289798821884984]","[1,1]","[0,0]","[0,0]","[4.946489999994924,5.763629999994123]","[""trial_slight_left_box""]",0,30,30,45,1,fittingroom2.jpg,factory1.jpg,forestpath4.jpg,dock4.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box""]",,,,,,,,,,,,banquetHall4.jpg,space,1.967095,[-0.19761298588924386],[-0.3077409478168264],[1],[0],[0],[1.8128100000030827],"[""trial_slight_left_box""]",0,31,31,7,1,attic2.jpg,backstage1.jpg,baggageClaim3.jpg,applestore2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,poolhall1.jpg,space,3.017255,"[0.011090588391906284,0.21782647763578275,0.41176617412140576]","[-0.3018670127795527,-0.3029860556443025,-0.29453291400425985]","[1,1,1]","[0,0,0]","[0,0,0]","[1.3631299999976818,2.163715000002412,2.8625350000000935]","[""trial_ahead_box"",""trial_slight_right_box"",""trial_right_box""]",0,32,32,78,1,parkinglot3.jpg,pier5.jpg,pavilion3.jpg,observatory1.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box"",""trial_right_box"",""trial_slight_left_box""]",,,,,,,,,,,,golfcourse6.jpg,space,3.10036,"[0.1837310303514377,0.39525925186368477,-0.20741397097976572]","[-0.30254093450479236,-0.3001073282747604,-0.2799063165601704]","[1,1,1]","[0,0,0]","[0,0,0]","[1.4803350000001956,2.0463400000007823,2.913730000000214]","[""trial_slight_right_box"",""trial_right_box"",""trial_slight_left_box""]",0,33,33,48,1,frontDoor2.jpg,fittingroom5.jpg,golfcourse7.jpg,fabricstore2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box""]",,,,,,,,,,,,conference3.jpg,space,1.982735,"[0.005387213791267305,0.19089456869009586]","[-0.3010142105963791,-0.3169969715122471]","[1,1]","[0,0]","[0,0]","[1.0294800000045825,1.7794550000036224]","[""trial_ahead_box"",""trial_slight_right_box""]",0,34,34,25,1,campsite7.jpg,church3.jpg,checkoutcounter2.jpg,botanicalGarden4.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,casino1.jpg,space,1.596015,[0.012488351970181043],[-0.3040302183173589],[1],[0],[0],[1.1474200000012615],"[""trial_ahead_box""]",0,35,35,18,1,bleachers5.jpg,brewery4.jpg,castle2.jpg,basement6.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box""]",,,,,,,,,,,,hardwarestore1.jpg,space,2.667605,"[0.1940728168264111,0.1940728168264111,0.1940728168264111]","[-0.3186484957401491,-0.3186484957401491,-0.3186484957401491]","[1,1,1]","[0,0,0]","[0,0,0]","[1.5468400000025895,1.9639549999992596,2.463465000000838]","[""trial_slight_right_box"",""trial_slight_right_box"",""trial_slight_right_box""]",0,36,36,52,1,gasstation7.jpg,frontFoyer6.jpg,highway.jpg,forestpath2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box"",""trial_slight_left_box""]",,,,,,,,,,,,bambooforest.jpg,space,3.91942,"[0.0009692824813631523,0.20164819621938232,-0.19993843184238552]","[-0.2949697151224707,-0.28352968583599575,-0.3088475106496273]","[1,1,1]","[0,0,0]","[0,0,0]","[1.564635000002454,2.963074999999776,3.7637800000012476]","[""trial_ahead_box"",""trial_slight_right_box"",""trial_slight_left_box""]",0,37,37,5,1,artStudio3.jpg,auto_showroom4.jpg,attic4.jpg,amusement3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_sharp_left_box"",""trial_sharp_right_box""]",,,,,,,,,,,,minigolf.jpg,space,4.283715,"[-0.0012563232161874334,-0.5908088724707136,0.6211478301384451]","[-0.3129992012779553,-0.30353517705005323,-0.28939114084132056]","[1,1,1]","[0,0,0]","[0,0,0]","[1.6146100000044044,2.6968450000059647,3.9301650000053314]","[""trial_ahead_box"",""trial_sharp_left_box"",""trial_sharp_right_box""]",0,38,38,62,1,hotellobby2.jpg,horsebarn8.jpg,lab3.jpg,hayfield7.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_sharp_right_box""]",,,,,,,,,,,,pavilion5.jpg,space,10.850265,"[0.6086511581469649,0.478917066027689,0.3722959930777423,0.3689555045260916]","[-0.30436301916932906,-0.3079988684771033,-0.29700396033013843,-0.3096587127263046]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[3.780530000003864,5.946490000002086,7.229035000004046,8.678984999998761]","[""trial_sharp_right_box""]",0,39,39,71,1,metroInside2.jpg,metroInside3.jpg,museum3.jpg,jewelrystore.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,greenhouse5.jpg,space,3.09911,[0.015025958466453673],[-0.3009684504792332],[1],[0],[0],[2.014194999996107],"[""trial_ahead_box""]",0,40,40,49,1,frontDoor3.jpg,flowershop3.jpg,greenhouse.jpg,farm2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_left_box"",""trial_sharp_left_box""]",,,,,,,,,,,,farm3.jpg,space,6.200425,"[0.2300693889776358,-0.37446335862619806,-0.4661250332800852,-0.38054945420660274,-0.580970447284345]","[-0.2958516373801917,-0.284731928913738,-0.3148462460063898,-0.2974407614483493,-0.31378960330138445]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[2.5135799999989104,3.597979999998529,4.264469999994617,5.080349999996656,5.9640199999994365]","[""trial_left_box"",""trial_sharp_left_box""]",0,41,41,41,1,dugout4.jpg,drymountains3.jpg,fabricstore1.jpg,dentist2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_right_box"",""trial_sharp_right_box""]",,,,,,,,,,,,gasstation8.jpg,space,2.801935,"[0.4066784810969116,0.6239475173056444]","[-0.30125965122470716,-0.3202043397231097]","[1,1]","[0,0]","[0,0]","[1.9625100000047269,2.5130200000056675]","[""trial_right_box"",""trial_sharp_right_box""]",0,42,42,47,1,frontDoor.jpg,firestation4.jpg,fountain7.jpg,elevatorOutside2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,warehouse2.jpg,space,1.117725,[0.006880657614483493],[-0.29276490947816824],[1],[0],[0],[0.9460249999976895],"[""trial_ahead_box""]",0,43,43,95,1,waitingroom2.jpg,stripmall6.jpg,weightroom4.jpg,tvstudio3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box""]",,,,,,,,,,,,sidewalk2.jpg,space,1.68326,"[0.006880657614483493,0.20583316693290735]","[-0.29276490947816824,-0.30583566293929715]","[1,1]","[0,0]","[0,0]","[0.8138050000053454,1.4638950000006616]","[""trial_ahead_box"",""trial_slight_right_box""]",0,44,44,84,1,readingroom5.jpg,restaurant13.jpg,sandDunes_desert_outdoor.jpg,rooftop2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box""]",,,,,,,,,,,,jail1.jpg,space,2.383375,[-0.18587343583599575],[-0.30727918663471776],[1],[0],[0],[2.113189999996507],"[""trial_slight_left_box""]",0,45,45,57,1,hayfield5.jpg,hallway4.jpg,hut5.jpg,gazebo.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,[],,,,,,,,,,,,dormroom9.jpg,space,2.13443,[0.2259509784345048],[-0.30140109158679446],[1],[0],[0],[1.8619350000009263],[],0,46,46,36,1,diner14.jpg,dining_car3.jpg,doctor1.jpg,checkoutcounter9.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,firestation3.jpg,space,2.582905,[0.023986621405750797],[-0.28231080271565495],[1],[0],[0],[2.39658000000054],"[""trial_ahead_box""]",0,47,47,42,1,exerciseequipment3.jpg,drymountains6.jpg,farm4.jpg,desertvegetation2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,[],,,,,,,,,,,,warehouseoutside1.jpg,space,0.616335,[],[],[],[],[],[],[],0,48,48,96,1,warehouse4.jpg,tenniscourt3.jpg,windmill1.jpg,warehouse1.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box"",""trial_left_box"",""trial_right_box""]",,,,,,,,,,,,playground10.jpg,space,4.299775,"[-0.2014152356230032,-0.393649327742279,0.39080388045793396]","[-0.31484208599574015,-0.3029319755058573,-0.28827625798722045]","[1,1,1]","[0,0,0]","[0,0,0]","[2.612685000000056,3.0806400000001304,4.080054999998538]","[""trial_slight_left_box"",""trial_left_box"",""trial_right_box""]",0,49,49,74,1,newsstand2.jpg,observatory4.jpeg,operatingroom1.jpg,lightingstore2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,cornfield4.jpg,space,1.567955,[0.01749700479233227],[-0.2834007255058573],[1],[0],[0],[1.2147299999995766],"[""trial_ahead_box""]",0,50,50,26,1,campusquad2.jpg,church4.jpg,churchInside3.jpg,botanicalGarden7.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,trainStation5.jpg,space,2.682845,"[0.21509335063897764,0.418705071884984]","[-0.29349707135250264,-0.2964007587859425]","[1,1]","[0,0]","[0,0]","[1.596790000003125,2.279650000003926]","[""trial_slight_right_box"",""trial_right_box""]",0,51,51,91,1,shoestore2.jpg,skatepark5.jpg,ticket_counter6.jpg,sidewalk3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,pharmacy4.jpg,space,2.266045,[0.003635849307774228],[-0.2842535276890309],[1],[0],[0],[2.0139649999981657],"[""trial_ahead_box""]",0,52,52,72,1,museum5.jpg,musicStore1.jpg,museum4.jpg,kindergarten_classroom.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_right_box"",""trial_right_box""]",,,,,,,,,,,,church6.jpg,space,2.267325,"[0.18990032614483493,0.39064996006389774]","[-0.296629559371672,-0.3003527689030884]","[1,1]","[0,0]","[0,0]","[1.1304699999963077,2.031380000000354]","[""trial_slight_right_box"",""trial_right_box""]",0,53,53,22,1,bowlingalley5.jpg,cargo5.jpg,cemetery.jpg,bistrooutdoor6.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box"",""trial_left_box"",""trial_right_box""]",,,,,,,,,,,,bedroom6.jpg,space,10.181915,"[-0.20644884850905218,-0.33791766506922255,-0.38326594116080936,0.40900808706070285]","[-0.29001930244941426,-0.3009892505324814,-0.30547374201277955,-0.31205071884984026]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[7.245860000002608,7.896385000000009,8.395785000000615,9.813320000001113]","[""trial_slight_left_box"",""trial_left_box"",""trial_right_box""]",0,54,54,12,1,baggageClaim4.jpg,bambooforest5.jpg,bleachers7.jpg,backyard5.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box"",""trial_left_box""]",,,,,,,,,,,,office3.jpg,space,4.08304,"[-0.20646132854100108,-0.39185636315228967]","[-0.30410093849840253,-0.3015009318423855]","[1,1]","[0,0]","[0,0]","[2.5634750000026543,3.1471500000043306]","[""trial_slight_left_box"",""trial_left_box""]",0,55,55,66,1,library_aisle10.jpg,laundromat3.jpg,liquorstore.jpg,horsebarn9.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_left_box"",""trial_sharp_left_box"",""trial_ahead_box""]",,,,,,,,,,,,volleyballcourt4.jpg,space,4.699615,"[-0.4155559438232162,-0.5863743011182109,-0.0029494475505857294]","[-0.2964340388711395,-0.2817700013312034,-0.3041383785942492]","[1,1,1]","[0,0,0]","[0,0,0]","[2.314044999999055,2.912624999997206,4.330985000000396]","[""trial_left_box"",""trial_sharp_left_box"",""trial_ahead_box""]",0,56,56,93,1,tollbooth8.jpg,staircase4.jpg,warehouseoutside2.jpg,tenniscourt.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_right_box""]",,,,,,,,,,,,cafeteria5.jpg,space,4.449275,"[0.027227269701810438,-0.0079955404685836,0.37494591986155484,0.4022522297657082]","[-0.3006938897763578,-0.2943706735889244,-0.2923405883919063,-0.3111521565495208]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.5618050000048243,2.4462350000031847,3.212125000005699,3.8276600000027656]","[""trial_ahead_box"",""trial_right_box""]",0,57,57,15,1,bambooforest4.jpg,bleachers8.jpg,cabinIndoors.jpg,bar8.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box"",""trial_left_box""]",,,,,,,,,,,,sculpturegarden1.jpg,space,3.844825,"[-0.18802416134185304,-0.42630957135250264,-0.394319089456869]","[-0.2868160942492013,-0.32021681975505856,-0.31408496405750796]","[1,1,1]","[0,0,0]","[0,0,0]","[2.462370000001215,3.0980699999998933,3.596700000001988]","[""trial_slight_left_box"",""trial_left_box""]",0,58,58,83,1,readingroom1.jpg,promenadeDeck6.jpg,restaurant8.jpg,readingroom2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_slight_left_box"",""trial_sharp_left_box""]",,,,,,,,,,,,cafeteria6.jpg,space,2.74847,"[-0.2198940029286475,-0.58660726171459]","[-0.29016490282215124,-0.278716553514377]","[1,1]","[0,0]","[0,0]","[1.3788550000024316,2.5286100000010947]","[""trial_slight_left_box"",""trial_sharp_left_box""]",0,59,59,16,1,basement.jpg,breakroom2.jpg,campusquad4.jpg,barbershop2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_sharp_left_box"",""trial_sharp_right_box"",""trial_right_box""]",,,,,,,,,,,,racecarcourse2.jpg,space,5.949485,"[-0.5739109092119276,-0.586395101171459,0.594552882055378,0.4276241347177849,0.39559205271565495]","[-0.31813681443024494,-0.30917199148029817,-0.3055569422257721,-0.3007978900425985,-0.3061185436634718]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.7134900000020252,2.5968349999967586,3.979370000001154,4.9127299999966,5.7469199999978855]","[""trial_sharp_left_box"",""trial_sharp_right_box"",""trial_right_box""]",0,60,60,80,1,pavilion2.jpg,porch.jpg,poolhall5.jpg,parkinggarage4.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box""]",,,,,,,,,,,,cemetery6.jpg,space,5.683115,[0.0008985623003194888],[-0.28776873668796593],[1],[0],[0],[5.497665000002598],"[""trial_ahead_box""]",0,61,61,21,1,botanicalGarden6.jpg,campusquad3.jpg,cave5.jpg,beach1.jpeg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,[],,,,,,,,,,,,casino3.jpg,space,2.215895,[],[],[],[],[],[],[],0,62,62,19,1,boardwalk2.jpg,cafeteria1.jpg,castle4.jpg,basketballcourt.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_sharp_left_box""]",,,,,,,,,,,,ruralroad5.jpg,space,3.11693,[-0.5869733426517572],[-0.3066011048988285],[1],[0],[0],[2.5617249999994556],"[""trial_sharp_left_box""]",0,63,63,81,1,promenadeDeck.jpg,promenadeDeck2.jpg,rainforest5.jpg,pasture8.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_left_box"",""trial_sharp_left_box""]",,,,,,,,,,,,cliff3.jpg,space,8.466615,"[-0.4072775226304579,-0.5972111288604899]","[-0.310457434771033,-0.30406765841320554]","[1,1]","[0,0]","[0,0]","[3.6806849999993574,7.797194999999078]","[""trial_left_box"",""trial_sharp_left_box""]",0,64,64,24,1,campsite.jpg,cave6.jpg,cemetery5.jpg,boardwalk.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_right_box""]",,,,,,,,,,,,frontFoyer4.jpg,space,2.200205,[0.40352519302449413],[-0.3110980764110756],[1],[0],[0],[1.9134200000042938],"[""trial_right_box""]",0,65,65,44,1,firestation2.jpg,elevatorOutside1.jpg,foodcourt6.jpg,dock2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_left_box"",""trial_sharp_right_box""]",,,,,,,,,,,,newsstand5.jpg,space,3.50016,"[-0.41507754259850904,0.6171250998402555]","[-0.31645617012779553,-0.3085646299254526]","[1,1]","[0,0]","[0,0]","[1.9473500000021886,3.1644400000005817]","[""trial_left_box"",""trial_sharp_right_box""]",0,66,66,64,1,igloo2.jpg,jewelrystore8.jpg,lab5.jpg,homegarage2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_sharp_right_box"",""trial_right_box""]",,,,,,,,,,,,lab1.jpg,space,3.634115,"[0.5848267771565495,0.40204006922257723]","[-0.29430411341853036,-0.30074380990415334]","[1,1]","[0,0]","[0,0]","[2.0804199999981847,3.381020000000717]","[""trial_sharp_right_box"",""trial_right_box""]",0,67,67,58,1,highway7.jpg,hedgemaze1.jpg,igloo4.jpg,grocerystore2.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,[],,,,,,,,,,,,desertvegetation3.jpg,space,1.366745,[],[],[],[],[],[],[],0,68,68,30,1,courthouse1.jpg,clothingstore2.jpg,copyroom2.jpg,bus_shelter3.jpg
Image_List_2,,,,,,,,,,,,,,,,44458,2020-11-23_15h59.01.059,lingCatScenes,2020.1.3,MacIntel,60,"[1680,939]",,,"[""trial_ahead_box"",""trial_slight_right_box""]",,,,,,,,,,,,diningroom1.jpg,space,4.91616,"[-0.011281948881789138,0.22023512380191693]","[-0.30535726171459,-0.302823815228967]","[1,1]","[0,0]","[0,0]","[3.9128350000027012,4.664040000003297]","[""trial_ahead_box"",""trial_slight_right_box""]",0,69,69,33,1,deck1.jpg,courthouse2.jpg,diner10.jpg,cabinIndoors5.jpg
