image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_4,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_5,key_resp.keys,key_resp.rt
Image_List_4,space,7.1283,space,2.773305,space,7.261185,space,3.46968,0,0,0,2,1,ahead_right.jpg,ahead_right_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,2.795175,space,2.25633,0,1,1,4,1,left.jpg,left_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,1.808945,space,1.237885,0,2,2,6,1,right_left.jpg,right_left_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,1.471205,space,2.886335,0,3,3,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,2.64115,space,1.702935,0,4,4,5,1,right.jpg,right_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,5.529435,space,0.690655,0,5,5,1,1,ahead_left.jpg,ahead_left_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,1.20193,space,0.4857,0,6,6,0,1,ahead.jpg,ahead_path.jpg,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,1.99516,[],space,1.551565,0,0,0,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,1.503665,[],space,1.024825,0,1,1,2,1,ahead_right_2.jpg,ahead_right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,0.13542,[],space,0.55275,0,2,2,0,1,ahead_2.jpg,ahead_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,0.15527,[],space,0.18563,0,3,3,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,0.028045,[],space,0.00049,0,4,4,4,1,left_2.jpg,left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,0.165385,[],space,0.13764,0,5,5,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",space,0.124425,[],space,0.13061,0,6,6,5,1,right_2.jpg,right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,space,0.14591,appleorchard2.jpg,space,0.1185,[],[],[],[],[],[],[],0,0,0,3,1,apartmentBuilding2.jpg,attic1.jpg,aquarium1.jpg,alley3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,castle4.jpg,space,0.40443,[],[],[],[],[],[],[],0,1,1,19,1,boardwalk2.jpg,casino3.jpg,cafeteria1.jpg,basketballcourt.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,courtroom2.jpg,space,0.14182,[],[],[],[],[],[],[],0,2,2,31,1,cubicle4.jpg,desertvegetation6.jpg,conference4.jpg,cabin3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,pavilion3.jpg,space,0.152965,[],[],[],[],[],[],[],0,3,3,78,1,parkinglot3.jpg,poolhall1.jpg,pier5.jpg,observatory1.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,ticket_counter6.jpg,space,0.144815,[],[],[],[],[],[],[],0,4,4,91,1,shoestore2.jpg,trainStation5.jpg,skatepark5.jpg,sidewalk3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,appleorchard3.jpg,space,0.16232,[],[],[],[],[],[],[],0,5,5,4,1,artStudio1.jpg,baggageClaim2.jpg,auto_showroom1.jpg,alley4.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,homegarage3.jpg,space,0.495415,[],[],[],[],[],[],[],0,6,6,53,1,gazebo3.jpg,homeoffice.jpg,frontLawn3.jpg,fountain.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,diner10.jpg,space,0.331815,[],[],[],[],[],[],[],0,7,7,33,1,deck1.jpg,diningroom1.jpg,courthouse2.jpg,cabinIndoors5.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,farm4.jpg,space,0.25354,[],[],[],[],[],[],[],0,8,8,42,1,exerciseequipment3.jpg,firestation3.jpg,drymountains6.jpg,desertvegetation2.jpg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,cave5.jpg,space,0.1913,[],[],[],[],[],[],[],0,9,9,21,1,botanicalGarden6.jpg,cemetery6.jpg,campusquad3.jpg,beach1.jpeg,,
Image_List_4,,,,,,,,,,,,,,,,44421,2020-11-23_17h23.21.020,lingCatScenes,2020.1.3,Win32,60,"[1536,864]",,,[],,,,,,,,,,,,sculpturegarden2.jpg,space,0.143155,[],[],[],[],[],[],[],0,10,10,87,1,restaurantkitchen2.jpg,theater2.jpg,savanna.jpg,RVinside2.jpg,,
