image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_5,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_4,key_resp.keys,key_resp.rt
Image_List_5,space,9.87986,space,2.86521,space,12.52254,space,2.244855,0,0,0,5,1,right.jpg,right_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,3.25574,space,1.45792,0,1,1,2,1,ahead_right.jpg,ahead_right_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,2.107795,space,1.078825,0,2,2,0,1,ahead.jpg,ahead_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,2.34437,space,2.12787,0,3,3,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,1.235005,space,1.270465,0,4,4,1,1,ahead_left.jpg,ahead_left_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,1.75981,space,1.275515,0,5,5,4,1,left.jpg,left_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,1.681095,space,1.002085,0,6,6,6,1,right_left.jpg,right_left_path.jpg,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,3.097705,[],space,1.122035,0,0,0,5,1,right_2.jpg,right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,1.746975,[],space,1.481175,0,1,1,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,8.314185,"[""ahead_box""]",space,1.031185,0,2,2,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,3.5336,"[""left_box""]",space,1.943365,0,3,3,4,1,left_2.jpg,left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,1.69033,"[""ahead_box""]",space,0.76313,0,4,4,0,1,ahead_2.jpg,ahead_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,3.06118,"[""ahead_box"",""sharp_right_box""]",space,0.99759,0,5,5,2,1,ahead_right_2.jpg,ahead_right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,7.549465,"[""slight_right_box"",""slight_left_box""]",space,0.787865,0,6,6,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_slight_right_box""]",,,,,,,,,,space,3.696805,highway2.jpg,space,4.281335,[0.18318142361111112],[-0.2913845486111111],[1],[0],[0],[3.6395550000015646],"[""trial_slight_right_box""]",0,0,0,63,1,hut2.jpg,museum6.jpg,hotelRoom2.jpg,lab4.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,arcade2.jpg,space,2.830995,[-0.01900607638888889],[-0.3187934027777778],[1],[0],[0],[2.511530000017956],"[""trial_ahead_box""]",0,1,1,9,1,auto_showroom3.jpg,bar2.jpg,ballroom2.jpg,basement5.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_sharp_right_box"",""trial_sharp_left_box""]",,,,,,,,,,,,baseball6.jpg,space,5.926905,"[0.6196050347222222,-0.38101996527777776,-0.5790277777777778,-0.4069140625]","[-0.276796875,-0.3024609375,-0.3073784722222222,-0.2986024305555556]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.43018500006292,4.129504999960773,4.880959999980405,5.66304500005208]","[""trial_sharp_right_box"",""trial_left_box"",""trial_sharp_left_box"",""trial_left_box""]",0,2,2,17,1,bikerack1.jpg,campsite6.jpg,breakroom4.jpg,carmechanic.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,dentist2.jpg,space,3.11373,[0.012625868055555555],[-0.2888671875],[1],[0],[0],[2.097230000072159],"[""trial_ahead_box""]",0,3,3,41,1,dugout4.jpg,farm3.jpg,drymountains3.jpg,fabricstore1.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,applestore4.jpg,space,2.49807,[0.005603298611111111],[-0.31864583333333335],[1],[0],[0],[2.1473550000227988],"[""trial_ahead_box""]",0,4,4,8,1,attic3.jpg,banquetHall6.jpg,balconyIN.jpg,bar.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,hayfield6.jpg,space,1.84409,[0.005603298611111111],[-0.31864583333333335],[1],[0],[0],[0.9783700000261888],"[""trial_ahead_box""]",0,5,5,61,1,HorseRaceTrack.jpg,metroInside4.jpg,homegarden6.jpg,kindergarten_classroom7.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,gasstation2.jpg,space,2.66351,[-0.0030512152777777777],[-0.31090711805555554],[1],[0],[0],[2.311615000013262],"[""trial_ahead_box""]",0,6,6,56,1,grocerystore5.jpg,hut3.jpg,golfcourse10.jpg,hut1.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box"",""trial_slight_right_box""]",,,,,,,,,,,,barbershop2.jpg,space,3.450665,"[0.010026041666666667,0.2107421875]","[-0.3134635416666667,-0.30987413194444446]","[1,1]","[0,0]","[0,0]","[2.5962199999485165,3.196089999983087]","[""trial_ahead_box"",""trial_slight_right_box""]",0,7,7,16,1,basement.jpg,cafeteria6.jpg,breakroom2.jpg,campusquad4.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,firestation5.jpg,space,1.9164,"[0.05004340277777778,0.006705729166666666]","[-0.3194444444444444,-0.31702256944444446]","[1,1]","[0,0]","[0,0]","[1.0977050000801682,1.646420000004582]","[""trial_ahead_box""]",0,8,8,51,1,gasstation6.jpg,hallway5.jpg,frontDoor5.jpg,hayfield4.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,classroom1.jpg,space,2.445635,[0.0004427083333333333],[-0.3019878472222222],[1],[0],[0],[1.4949599999235943],"[""trial_ahead_box""]",0,9,9,38,1,dining_car2.jpg,elevatorOutside4.jpg,dock1.jpg,driveway8.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box"",""trial_slight_left_box"",""trial_slight_right_box""]",,,,,,,,,,,,shoestore4.jpg,space,3.698325,"[0.0004427083333333333,-0.21828993055555557,0.18395833333333333]","[-0.3019878472222222,-0.32394097222222223,-0.30623697916666665]","[1,1,1]","[0,0,0]","[0,0,0]","[1.0961600000737235,2.56222500000149,3.362485000048764]","[""trial_ahead_box"",""trial_slight_left_box"",""trial_slight_right_box""]",0,10,10,90,1,savanna5.jpg,trainStation1.jpg,sidewalk1.jpg,stripmall3.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box"",""trial_slight_right_box"",""trial_slight_left_box""]",,,,,,,,,,,,mallindoor6.jpg,space,5.295865,"[0.03895833333333333,0.018910590277777778,0.1761154513888889,-0.17825086805555557]","[-0.2918836805555556,-0.30040364583333334,-0.3117621527777778,-0.3042708333333333]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.8312300000106916,2.331899999990128,2.8157199999550357,4.947989999898709]","[""trial_ahead_box"",""trial_slight_right_box"",""trial_slight_left_box""]",0,11,11,77,1,parkinggarage2.jpg,playroom6.jpg,pasture9.jpg,park8.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,dormroom6.jpg,space,1.880815,[-0.0149609375],[-0.30904947916666664],[1],[0],[0],[1.5300200000638142],"[""trial_ahead_box""]",0,12,12,46,1,flowershop.jpg,frontLawn5.jpg,farmersmarket4.jpg,fountain4.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,rooftop4.jpg,space,1.83146,[-0.0149609375],[-0.30799913194444445],[1],[0],[0],[1.3124349999707192],"[""trial_ahead_box""]",0,13,13,86,1,restaurant14.jpg,stripmall.jpg,ruralroad3.jpg,sandDunes_desert_outdoor8.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,carmechanic2.jpg,space,1.529965,[-0.0149609375],[-0.30799913194444445],[1],[0],[0],[1.262624999973923],"[""trial_ahead_box""]",0,14,14,35,1,deck5.jpg,dock3.jpg,cubicle7.jpg,dining_car6.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,igloo.jpg,space,3.582365,[-0.0149609375],[-0.30828993055555554],[1],[0],[0],[2.92910499998834],"[""trial_ahead_box""]",0,15,15,70,1,lockerroom4.jpg,pavilion.jpg,lockerroom3.jpg,minigolf8.jpg,,
Image_List_5,,,,,,,,,,,,,,,,43899,2020-11-12_13h29.54.903,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_ahead_box""]",,,,,,,,,,,,sandbox.jpg,space,1.911945,[-0.0149609375],[-0.30828993055555554],[1],[0],[0],[1.2953599999891594],"[""trial_ahead_box""]",0,16,16,88,1,rooftop1.jpg,track.jpg,sculpturegarden4.jpg,soccerfield.jpg,,
