43812,0.290899053761604,99
43823,0.22606380270794,100
43851,0.322992976374953,100
43887,0.23267369183319,99
43903,0.333332264604978,100
43947,0.220757443173788,100
43974,0.263839209088915,99
43992,0.2812608504534,100
44124,0.332068210029975,100
44162,0.259441968221217,100
44213,0.244884404325858,100
44225,0.209328575437239,99
44235,0.295827985802345,99
44238,0.23815873046522,100
44239,0.249067914572079,100
44241,0.266644921139673,99
44273,0.265486348436098,100
44293,0.358021711060457,99
44313,0.218322649629741,81
44317,0.22890652581933,100
44322,0.189645555266179,100
44332,0.249021503165355,99
44347,0.228242239805695,100
44354,0.37561577626504,100
44380,0.237586259656605,98
44401,0.257753012768226,100
44422,0.249699513169471,100
44477,0.237478829617612,100
44480,0.2213850395103,98
44502,0.208987460422795,100
44513,0.213198204082437,100
44518,0.243698932201816,65
44526,0.359527448173612,100
44532,0.326312575063602,99
44533,0.33843204177916,100
44542,0.299078243754338,100
44545,0.257420736241419,81
44563,0.30372564780293,100
44576,0.233580277380534,100
44581,0.33471749897937,99
44606,0.261260265733581,100
44607,0.216671313567786,100
44608,0.293777652285062,100
44614,0.253982591077511,100
46455,0.265868919345085,100
46463,0.306829010169351,99
46466,0.224345431963447,100
46470,0.217916470587952,100
46473,0.289972586492077,100
46475,0.266480490821414,100
46502,0.239306538728997,100
46518,0.292125017031474,98
46524,0.222515110620297,100
46533,0.312278443323448,100
46542,0.323966550393961,100
46551,0.223129876567982,100
46575,0.269524316191673,100
46612,0.266485749468715,99
46617,0.225584325352684,100
46621,0.30439131181105,100
46622,0.271617040997371,100
46628,0.312828061646114,100
46661,0.223564319037832,100
46684,0.283016869612038,100
46689,0.279544298601686,100
46690,0.29942336039279,99
46695,0.270468278594781,100
46711,0.204417044422683,99
46760,0.296427185432985,100
46781,0.270376827665605,100
46783,0.226491757855983,100
