presentedImage,sharp_left,left,slight_left,ahead,slight_right,right,sharp_right
alley2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apartmentBuilding1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arcade1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attic1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baggageClaim2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bambooforest.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banquetHall2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banquetHall4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banquetHall6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bar2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barbershop3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketballcourt4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bedroom6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowlingalley3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breakroom5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cafeteria5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cafeteria6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campsite6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casino1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casino3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cave.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cemetery6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
church6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
church8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cliff3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conference3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cornfield4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
courtroom3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dancestudio5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deck2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desertvegetation3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desertvegetation6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diner12.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diningroom1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diningroom5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dock3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dormroom9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
driveway4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elevatorOutside4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyeglassstore9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farm1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farm3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firestation3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forestpath10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontFoyer4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontFoyer7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontLawn5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasstation8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfcourse6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greenhouse5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grocerystore6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hallway5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hardwarestore1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
homeoffice.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horsebarn11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotelRoom3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hut3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jail1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lab1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
library_aisle8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightingstore3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metroInside4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
