presentedImage,sharp_left,left,slight_left,ahead,slight_right,right,sharp_right
ShowJumping7.jpg,0.0,1.0,0.0,0.0,0.0,1.0,0.0
appleorchard4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
applestore1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
applestore6.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
aquarium1.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
auto_showroom1.jpg,1.0,0.0,1.0,0.0,0.0,1.0,0.0
auto_showroom4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
auto_showroom5.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
backstage1.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0
balconyIN.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ballroom2.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ballroom4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bambooforest3.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bambooforest5.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0
beach2.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bistrooutdoor5.jpg,0.0,1.0,0.0,0.0,1.0,0.0,1.0
bleachers8.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
breakroom2.jpg,1.0,0.0,0.0,1.0,0.0,1.0,0.0
breakroom4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
brewery4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cafeteria1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0
campsite3.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0
campusquad3.jpg,0.0,0.0,0.0,1.0,0.0,1.0,0.0
cargo5.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
carmechanic4.jpeg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cave6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
church3.jpg,0.0,1.0,0.0,0.0,1.0,1.0,0.0
church4.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0
churchInside4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
citystreet10.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0
cliff2.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
clothingstore2.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0
conference4.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructionSite2.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0
courthouse2.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0
courthouse4.jpg,0.0,1.0,0.0,0.0,0.0,1.0,0.0
cubicle7.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dining_car3.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dinosaur4.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0
dock1.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
drycleaners6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0
drymountains.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
drymountains3.jpg,1.0,0.0,0.0,1.0,0.0,0.0,1.0
drymountains6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dugout2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0
elevatorOutside1.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
factory1.jpg,0.0,0.0,1.0,0.0,0.0,0.0,1.0
farmersmarket4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
firestation4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0
fittingroom5.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flowershop3.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0
forestpath6.jpg,0.0,0.0,0.0,1.0,1.0,0.0,0.0
frontDoor5.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
frontFoyer6.jpg,0.0,0.0,0.0,1.0,0.0,1.0,0.0
frontLawn3.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gazebo2.jpg,0.0,0.0,1.0,1.0,1.0,0.0,0.0
gazebo5.jpg,0.0,1.0,0.0,1.0,0.0,1.0,0.0
golfcourse10.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hallway4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hedgemaze1.jpg,0.0,0.0,1.0,1.0,1.0,1.0,0.0
highway4.jpg,0.0,1.0,0.0,1.0,0.0,1.0,0.0
homegarage.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
homegarden6.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0
horsebarn8.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hotelRoom2.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
jewelrystore8.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
laundromat2.jpeg,0.0,0.0,1.0,0.0,1.0,0.0,0.0
laundromat3.jpg,0.0,1.0,0.0,0.0,0.0,1.0,0.0
laundromat4.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lightingstore4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
livingroom.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lockerroom3.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0
metroInside3.jpg,1.0,0.0,1.0,0.0,1.0,0.0,1.0
musicStore1.jpg,0.0,1.0,0.0,0.0,1.0,0.0,0.0
nursery.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0
observatory4.jpeg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
operatingroom4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parkinggarage3.jpg,0.0,0.0,1.0,1.0,0.0,0.0,0.0
pasture9.jpg,0.0,1.0,0.0,0.0,1.0,0.0,0.0
pier5.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
playground9.jpg,0.0,1.0,0.0,0.0,0.0,1.0,0.0
porch.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
promenadeDeck2.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
promenadeDeck3.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
promenadeDeck6.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
restaurant13.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ruralroad2.jpg,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ruralroad3.jpg,0.0,1.0,0.0,1.0,0.0,0.0,0.0
savanna.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sculpturegarden4.jpg,0.0,0.0,1.0,0.0,1.0,0.0,0.0
sidewalk1.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
skatepark5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0
skatepark7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
staircase4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
staircase6.jpg,0.0,0.0,0.0,1.0,1.0,0.0,0.0
stripmall6.jpg,1.0,0.0,0.0,1.0,0.0,0.0,1.0
tenniscourt3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0
waitingroom4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
warehouse3.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
windmill2.jpg,0.0,1.0,0.0,1.0,0.0,0.0,0.0
