presentedImage,sharp_left,left,slight_left,ahead,slight_right,right,sharp_right
ATM4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RVinside2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airplanecabin3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airportTerminal2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airportTerminal6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alley3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alley4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amusement3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apartmentBuilding3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
applestore2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
applestore4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arcade2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backyard1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backyard5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backyard6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ballroom3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bar8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barbershop2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseball6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basement6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketballcourt.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketballcourt7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beach1.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bistrooutdoor6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleachers6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boardwalk.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
botanicalGarden4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
botanicalGarden7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brewery2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bridalboutique2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bridalboutique3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bus_shelter3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabin3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabin4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabinIndoors5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campusquad1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carmechanic2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutcounter9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
citystreet9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
classroom1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cliff5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clothingstore3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dentist2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desertvegetation2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diningroom3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dock2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dock4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dormroom6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
