presentedImage,sharp_left,left,slight_left,ahead,slight_right,right,sharp_right
airplanecabin5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airportTerminal3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apartmentBuilding4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attic4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baggageClaim1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baggageClaim3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bar.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basement5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basketballcourt3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baywindow5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleachers7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boardwalk4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
botanicalGarden5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabinIndoors.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campusquad4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carmechanic.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
castle2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
castle4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cave4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cave5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cemetery.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cemetery3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cemetery5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
checkoutcounter2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
churchInside3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
closet.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clothingstore5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructionSite4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
copyroom2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
courtroom2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dentist4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diner10.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diner11.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
