image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_4,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_5,key_resp.keys,key_resp.rt
Image_List_4,space,14.40057,space,6.164875,space,14.09654,space,12.58465,0,0,0,2,1,ahead_right.jpg,ahead_right_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,4.762045,space,4.14402,0,1,1,0,1,ahead.jpg,ahead_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,5.967525,space,3.537035,0,2,2,6,1,right_left.jpg,right_left_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,3.50956,space,2.515095,0,3,3,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,2.198495,space,2.70108,0,4,4,1,1,ahead_left.jpg,ahead_left_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,4.346435,space,3.08554,0,5,5,5,1,right.jpg,right_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,2.014195,space,1.978135,0,6,6,4,1,left.jpg,left_path.jpg,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,17.511905,"[""slight_left_box"",""right_box""]",space,3.374335,0,0,0,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,11.511415,"[""right_box""]",space,1.36611,0,1,1,5,1,right_2.jpg,right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,3.010325,"[""ahead_box""]",space,2.282945,0,2,2,0,1,ahead_2.jpg,ahead_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,9.72144,"[""slight_right_box""]",space,2.96378,0,3,3,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,19.983955,"[""ahead_box"",""sharp_right_box""]",space,3.660555,0,4,4,2,1,ahead_right_2.jpg,ahead_right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,10.756785,"[""left_box""]",space,1.15837,0,5,5,4,1,left_2.jpg,left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,9.937595,"[""ahead_box"",""left_box""]",space,2.79643,0,6,6,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44508,2020-11-18_00h58.05.380,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",,,"[""trial_slight_left_box"",""trial_sharp_right_box""]",,,,,,,,,,space,6.79846,cemetery.jpg,space,16.939345,"[-0.19349392361111112,0.6197222222222222]","[-0.2925217013888889,-0.301484375]","[1,1]","[0,0]","[0,0]","[9.906584999989718,13.006700000027195]","[""trial_slight_left_box"",""trial_sharp_right_box""]",0,0,0,22,1,bowlingalley5.jpg,church6.jpg,cargo5.jpg,bistrooutdoor6.jpg,,
