image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,drawing,numDrawings,drawingSizes,practice_complete.keys,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,practice_complete.rt,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_4,trial_complete.keys,trial_complete.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_5,key_resp.keys,key_resp.rt
Image_List_4,space,195.4592,space,3.167845,space,7.675915,space,1.696375,0,0,0,0,1,ahead.jpg,ahead_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.935865,space,1.084685,0,1,1,4,1,left.jpg,left_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.708865,space,1.363975,0,2,2,6,1,right_left.jpg,right_left_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.768595,space,1.08932,0,3,3,1,1,ahead_left.jpg,ahead_left_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.8118,space,0.516725,0,4,4,2,1,ahead_right.jpg,ahead_right_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.70353,space,0.820165,0,5,5,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.70599,space,0.701245,0,6,6,5,1,right.jpg,right_path.jpg,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221],[-0.0020442708333333333,-0.18913628472222221]],[[-0.0020442708333333333,-0.1941015625],[-0.0020442708333333333,-0.1941015625],[-0.0020442708333333333,-0.1941015625],[-0.0020442708333333333,-0.1941015625],[-0.0020442708333333333,-0.1941015625],[-0.0020442708333333333,-0.1941015625]],[[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.1972265625],[-0.0020442708333333333,-0.19592881944444446],[-0.0020442708333333333,-0.1945920138888889],[-0.0020442708333333333,-0.19203559027777778],[-0.0020442708333333333,-0.1907595486111111],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.19046875],[-0.0020442708333333333,-0.18969184027777777],[-0.0020442708333333333,-0.1871267361111111],[-0.0016362847222222221,-0.18302083333333333],[-0.0008506944444444444,-0.17944878472222223],[-0.00006510416666666667,-0.1758810763888889],[0.0006901041666666667,-0.17284722222222224],[0.0013237847222222223,-0.17157118055555556],[0.0016102430555555555,-0.17065538194444443],[0.0016102430555555555,-0.1703689236111111],[0.0016102430555555555,-0.1700954861111111],[0.0016102430555555555,-0.1700954861111111],[0.0016102430555555555,-0.1700954861111111],[0.0018706597222222221,-0.1700954861111111],[0.0018706597222222221,-0.1700954861111111]],[[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.1903342013888889],[0.0028732638888888887,-0.19007378472222222],[0.0028732638888888887,-0.18980034722222222],[0.0028732638888888887,-0.18980034722222222],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778]],[[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778],[0.0028732638888888887,-0.18953559027777778]],[[0.0028732638888888887,-0.18953559027777778]]]",6,"[8,6,45,159,13,1]",,space,2.43967,0,0,0,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20188368055555556],[0.005221354166666667,-0.20162326388888888],[0.005221354166666667,-0.1999392361111111],[0.005221354166666667,-0.19737413194444445],[0.005221354166666667,-0.19434461805555556],[0.005221354166666667,-0.18964409722222222],[0.005221354166666667,-0.18553819444444444],[0.005221354166666667,-0.17822916666666666],[0.005221354166666667,-0.17618489583333333],[0.0048090277777777775,-0.1726171875],[0.0048090277777777775,-0.17006076388888888],[0.004171006944444444,-0.16733506944444446],[0.0038498263888888887,-0.16565104166666667],[0.003498263888888889,-0.1639670138888889],[0.003498263888888889,-0.16333333333333333],[0.0027994791666666667,-0.16061631944444443],[0.0024522569444444444,-0.15852864583333334],[0.002105034722222222,-0.15684895833333334],[0.0017534722222222222,-0.15516493055555555],[0.0010850694444444445,-0.15348524305555555],[0.0007638888888888889,-0.15221354166666667],[0.0004470486111111111,-0.15053385416666668],[-0.00019097222222222223,-0.14926215277777777],[-0.0008289930555555556,-0.1479904513888889],[-0.0014973958333333334,-0.1463107638888889],[-0.0021354166666666665,-0.1450390625],[-0.002777777777777778,-0.14376302083333334],[-0.0037977430555555555,-0.14207899305555555],[-0.004787326388888889,-0.14039496527777778],[-0.005776909722222222,-0.1387109375],[-0.006827256944444445,-0.1366189236111111],[-0.007786458333333334,-0.13534288194444444],[-0.008776041666666666,-0.13365885416666667],[-0.00982638888888889,-0.1315668402777778],[-0.011223958333333334,-0.12947482638888888],[-0.012621527777777778,-0.1273828125],[-0.01455295138888889,-0.12469184027777777],[-0.016540798611111112,-0.12154079861111111],[-0.018463541666666666,-0.1188671875],[-0.020394965277777777,-0.11617621527777777],[-0.02232638888888889,-0.11348524305555556],[-0.025928819444444445,-0.10905815972222223],[-0.026623263888888887,-0.10802083333333333],[-0.02899739583333333,-0.105234375],[-0.030924479166666668,-0.10255208333333334],[-0.032764756944444445,-0.10036458333333333],[-0.03460069444444445,-0.09818576388888889],[-0.03686631944444444,-0.0959201388888889],[-0.038776041666666664,-0.09326388888888888],[-0.041558159722222224,-0.09089409722222222],[-0.04392361111111111,-0.08811631944444444],[-0.04670572916666667,-0.08533420138888889],[-0.04906684027777778,-0.08256076388888889],[-0.05134548611111111,-0.08028211805555556],[-0.05362847222222222,-0.07799913194444444],[-0.05590277777777778,-0.07572482638888889],[-0.05817274305555555,-0.07345486111111112],[-0.06001302083333333,-0.07126736111111111],[-0.06184461805555556,-0.06908854166666667],[-0.06368489583333334,-0.06690104166666666],[-0.06660590277777778,-0.06398003472222222],[-0.06774305555555556,-0.06284288194444444],[-0.07115885416666666,-0.05942708333333333],[-0.07236111111111111,-0.05782118055555555],[-0.0757638888888889,-0.05441840277777778],[-0.07813802083333334,-0.051631944444444446],[-0.08040798611111111,-0.04936197916666667],[-0.08267795138888889,-0.04709201388888889],[-0.08495659722222222,-0.04481336805555555],[-0.08723524305555555,-0.042469618055555554],[-0.08951822916666667,-0.04018663194444445],[-0.09178385416666666,-0.037921006944444446],[-0.09369791666666667,-0.03525607638888889],[-0.09606336805555556,-0.03247829861111111],[-0.09795572916666667,-0.029830729166666667],[-0.10032552083333333,-0.02705295138888889],[-0.10225694444444444,-0.024361979166666665],[-0.10471788194444444,-0.021080729166666666],[-0.10661892361111111,-0.01842013888888889],[-0.10908420138888889,-0.015130208333333334],[-0.11154947916666667,-0.011840277777777778],[-0.11442274305555555,-0.008967013888888889],[-0.11688802083333333,-0.005269097222222222],[-0.11935329861111112,-0.0019835069444444444],[-0.12181857638888889,0.001306423611111111],[-0.12375,0.003997395833333334],[-0.12470920138888889,0.0052734375],[-0.12534722222222222,0.005885416666666666],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.12563802083333334,0.006176215277777778],[-0.1274609375,0.007135416666666667],[-0.13072048611111112,0.009991319444444445],[-0.13560763888888888,0.013585069444444445],[-0.1394314236111111,0.0165625],[-0.14365885416666666,0.019539930555555557],[-0.14749565972222223,0.022530381944444445],[-0.151171875,0.024982638888888888],[-0.1554340277777778,0.027981770833333332],[-0.1595138888888889,0.03043402777777778],[-0.16321180555555556,0.03289930555555556],[-0.1668793402777778,0.035347222222222224],[-0.1705642361111111,0.03780381944444444],[-0.17385416666666667,0.040269097222222223],[-0.1775217013888889,0.04271701388888889],[-0.18079861111111112,0.04517361111111111],[-0.18407552083333334,0.048038194444444446],[-0.18776475694444444,0.05091145833333333],[-0.19161458333333334,0.05431857638888889],[-0.19490451388888888,0.05760850694444444],[-0.19874131944444445,0.06100694444444445],[-0.20203125,0.064296875],[-0.2048046875,0.0670703125],[-0.20758246527777777,0.06984809027777777],[-0.2104470486111111,0.07271701388888889],[-0.21291232638888888,0.07600694444444445],[-0.21528211805555555,0.0787890625],[-0.21764756944444444,0.08156684027777777],[-0.21992621527777778,0.08384548611111112],[-0.222109375,0.08568142361111111],[-0.22438368055555555,0.08795572916666666],[-0.22657118055555556,0.08979600694444445],[-0.22875,0.09162760416666667],[-0.23052083333333334,0.0933984375],[-0.23219618055555555,0.0947265625],[-0.23387586805555555,0.09605902777777778],[-0.23480034722222223,0.09698350694444445],[-0.23606770833333332,0.09793402777777778],[-0.2369921875,0.09854166666666667],[-0.2382638888888889,0.09981336805555556],[-0.23953993055555556,0.10077256944444445],[-0.24081597222222223,0.10204861111111112],[-0.241796875,0.10372395833333334],[-0.24352864583333333,0.10546006944444444],[-0.24492621527777778,0.1072048611111111],[-0.24625868055555555,0.10888454861111112],[-0.24857204861111112,0.11085503472222222],[-0.25024739583333333,0.11184027777777777],[-0.25192708333333336,0.11250868055555556],[-0.25360677083333333,0.11349392361111112],[-0.25528211805555556,0.11416232638888889],[-0.2569574652777778,0.11483072916666667],[-0.2582291666666667,0.11546875],[-0.25950086805555556,0.11642361111111112],[-0.26077256944444444,0.11737847222222222],[-0.2617013888888889,0.11830729166666666],[-0.26262586805555554,0.11923177083333333],[-0.2635503472222222,0.11983940972222222],[-0.26415798611111113,0.12047309027777778],[-0.2650868055555556,0.12108506944444444],[-0.2656640625,0.1216623263888889],[-0.26624131944444446,0.12223958333333333],[-0.2668185763888889,0.12281684027777778],[-0.26739583333333333,0.12310763888888888],[-0.2683203125,0.12371527777777777],[-0.2689019097222222,0.124296875],[-0.2695138888888889,0.12522569444444445],[-0.2704730902777778,0.12618489583333334],[-0.27108506944444444,0.1271137152777778],[-0.2716927083333333,0.12803819444444445],[-0.2722699652777778,0.12861545138888889],[-0.27284722222222224,0.12919270833333332],[-0.27342881944444447,0.12977430555555555],[-0.27401041666666665,0.13006510416666667],[-0.274296875,0.13035590277777778],[-0.2745703125,0.13035590277777778],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2745703125,0.1306423611111111],[-0.2743142361111111,0.1306423611111111],[-0.2740451388888889,0.1306423611111111]]]",1,[214],space,space,1.348475,0,1,1,4,1,left_2.jpg,left_2_path.jpg,10.771035,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20254340277777777],[-0.0031944444444444446,-0.20228298611111112],[-0.0031944444444444446,-0.2010112847222222],[-0.0031944444444444446,-0.19844618055555555],[-0.0031944444444444446,-0.19591145833333334],[-0.0031944444444444446,-0.19288194444444445],[-0.0031944444444444446,-0.18985677083333333],[-0.0031944444444444446,-0.18628472222222223],[-0.0031944444444444446,-0.1827126736111111],[-0.002816840277777778,-0.17967881944444444],[-0.002126736111111111,-0.17759982638888888],[-0.0017795138888888889,-0.17503472222222222],[-0.001115451388888889,-0.17335069444444445],[0.00030381944444444445,-0.16973958333333333],[0.0006814236111111112,-0.16822048611111112],[0.0014019097222222221,-0.16567274305555554],[0.002595486111111111,-0.16211371527777776],[0.004223090277777778,-0.15598958333333332],[0.005043402777777778,-0.15393663194444446],[0.007092013888888889,-0.14778211805555555],[0.00822048611111111,-0.14475260416666666],[0.009344618055555556,-0.14173611111111112],[0.010477430555555556,-0.13869791666666667],[0.011263020833333333,-0.13512586805555554],[0.012421875,-0.1315668402777778],[0.013550347222222222,-0.12854166666666667],[0.0143359375,-0.12496961805555555],[0.015091145833333333,-0.1219357638888889],[0.015846354166666667,-0.11889756944444445],[0.01659722222222222,-0.11586805555555556],[0.016974826388888888,-0.11282986111111111],[0.017760416666666667,-0.10926215277777777],[0.018546006944444443,-0.10569010416666667],[0.018953993055555556,-0.10211805555555556],[0.019739583333333335,-0.09854600694444444],[0.020147569444444444,-0.09444010416666666],[0.020555555555555556,-0.09033420138888888],[0.020963541666666665,-0.08625],[0.02177951388888889,-0.08214409722222223],[0.022278645833333333,-0.07607204861111111],[0.023185763888888888,-0.0701171875],[0.02411892361111111,-0.06355034722222222],[0.025086805555555557,-0.05621961805555555],[0.0260546875,-0.04855902777777778],[0.02705295138888889,-0.040512152777777775],[0.028116319444444444,-0.030924479166666668],[0.029717881944444444,-0.02130642361111111],[0.031223958333333333,-0.013854166666666667],[0.032317708333333334,-0.0032769097222222223],[0.03334635416666667,0.0054991319444444445],[0.034344618055555554,0.0135546875],[0.03484375,0.022391493055555555],[0.03587673611111111,0.031206597222222222],[0.03687065972222222,0.03920138888888889],[0.038420138888888886,0.047973090277777776],[0.03944878472222222,0.056805555555555554],[0.04035590277777778,0.06288628472222223],[0.04095052083333333,0.07147569444444445],[0.04151041666666667,0.08113715277777778],[0.04151041666666667,0.08646267361111111],[0.04151041666666667,0.09301215277777777],[0.04151041666666667,0.10071614583333334],[0.04151041666666667,0.10727430555555556],[0.04060763888888889,0.11578993055555556],[0.040164930555555554,0.12107204861111111],[0.03975694444444444,0.12516493055555555],[0.03935329861111111,0.12718315972222222],[0.03859375,0.13171875],[0.037860243055555555,0.1342795138888889],[0.037126736111111114,0.13684027777777777],[0.03607638888888889,0.13893229166666668],[0.035030381944444446,0.14101996527777777],[0.0336328125,0.14311197916666665],[0.032552083333333336,0.14567708333333335],[0.03109809027777778,0.14823784722222222],[0.030017361111111113,0.15080295138888888],[0.028880208333333334,0.153828125],[0.027738715277777777,0.15686197916666667],[0.026566840277777778,0.1604296875],[0.025360243055555554,0.1640017361111111],[0.02462673611111111,0.16656684027777777],[0.024305555555555556,0.16872395833333334],[0.023984375,0.1696527777777778],[0.023984375,0.17058159722222221],[0.023663194444444445,0.17185329861111112],[0.023342013888888888,0.17312934027777777],[0.023342013888888888,0.17481336805555556],[0.023020833333333334,0.17649739583333332],[0.022669270833333335,0.17817274305555555],[0.022317708333333332,0.17985243055555555],[0.021966145833333332,0.18153645833333334],[0.021614583333333333,0.1832204861111111],[0.021263020833333333,0.1853125],[0.020911458333333334,0.1874045138888889],[0.020590277777777777,0.18867621527777778],[0.020303819444444444,0.18960069444444444],[0.020303819444444444,0.19018229166666667],[0.020303819444444444,0.19045572916666667],[0.020013020833333332,0.19045572916666667],[0.020013020833333332,0.19045572916666667],[0.020013020833333332,0.19045572916666667],[0.020013020833333332,0.19045572916666667],[0.020013020833333332,0.19045572916666667],[0.019752604166666667,0.19045572916666667],[0.019752604166666667,0.19045572916666667],[0.019752604166666667,0.19045572916666667],[0.01921875,0.19045572916666667],[0.01921875,0.19045572916666667]]]",1,[114],space,space,1.13582,0,2,2,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,5.085535,,,,,,,,,,,,,,,,
