image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,drawing,numDrawings,drawingSizes,practice_complete.keys,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,practice_complete.rt,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_4,trial_complete.keys,trial_complete.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_5,key_resp.keys,key_resp.rt
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.007387152777777778,-0.20341145833333332],[0.007387152777777778,-0.20341145833333332],[0.007387152777777778,-0.20341145833333332],[0.007387152777777778,-0.20341145833333332],[0.007387152777777778,-0.20341145833333332],[0.005481770833333333,-0.20217881944444444],[0.0032725694444444443,-0.2004123263888889],[-0.0030164930555555557,-0.19605034722222223],[-0.01204861111111111,-0.1881467013888889],[-0.028897569444444444,-0.1755121527777778],[-0.035069444444444445,-0.17118923611111111],[-0.04572916666666667,-0.16461805555555556],[-0.05119357638888889,-0.1618532986111111],[-0.054357638888888886,-0.15986111111111112],[-0.05603298611111111,-0.15919270833333332],[-0.05771267361111111,-0.1588454861111111],[-0.05800347222222222,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.058294270833333335,-0.15821180555555556],[-0.057777777777777775,-0.15821180555555556],[-0.055638020833333336,-0.15858506944444445],[-0.05155381944444445,-0.1610329861111111],[-0.04545572916666667,-0.16430989583333333],[-0.037960069444444446,-0.16879774305555556],[-0.032421875,-0.17201822916666668],[-0.02570746527777778,-0.17703993055555556],[-0.018359375,-0.18231770833333333],[-0.013901909722222222,-0.18589409722222222],[-0.010225694444444445,-0.18875434027777777],[-0.0074522569444444445,-0.19152777777777777],[-0.005681423611111111,-0.1932986111111111],[-0.003910590277777778,-0.19506944444444443],[-0.002964409722222222,-0.19633246527777778],[-0.002018229166666667,-0.19727864583333332],[-0.0011024305555555555,-0.19787760416666667],[-0.00018229166666666667,-0.19879774305555556],[0.0017144097222222222,-0.19974392361111112],[0.0019965277777777776,-0.20002604166666665],[0.0031987847222222222,-0.20091145833333332],[0.0034809027777777776,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.00375,-0.20119357638888888],[0.004006076388888889,-0.20119357638888888],[0.011901041666666667,-0.20119357638888888],[0.0280078125,-0.19932725694444445],[0.05346354166666667,-0.1963498263888889],[0.08276909722222223,-0.1939019097222222],[0.10010850694444444,-0.19318142361111112],[0.11305989583333333,-0.19318142361111112],[0.12350260416666667,-0.19318142361111112],[0.12885416666666666,-0.19318142361111112],[0.13141059027777777,-0.19318142361111112],[0.13233072916666666,-0.19318142361111112],[0.13290364583333333,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13319010416666666,-0.19318142361111112],[0.13661458333333334,-0.19318142361111112],[0.1439409722222222,-0.19173177083333334],[0.15529947916666667,-0.18946614583333332],[0.17034288194444444,-0.18758246527777778],[0.1863628472222222,-0.18629774305555555],[0.20243055555555556,-0.18566840277777777],[0.21650607638888889,-0.18566840277777777],[0.22870659722222222,-0.18566840277777777],[0.23637586805555555,-0.18566840277777777],[0.24856336805555557,-0.18566840277777777],[0.2566102430555556,-0.18566840277777777],[0.26543836805555554,-0.18670138888888888],[0.27348090277777776,-0.18769965277777778],[0.27953993055555554,-0.18860243055555556],[0.2860980902777778,-0.1890668402777778],[0.29204427083333334,-0.18950520833333334],[0.2979861111111111,-0.18950520833333334],[0.3047265625,-0.18950520833333334],[0.3067578125,-0.18950520833333334],[0.3108854166666667,-0.18950520833333334],[0.3115190972222222,-0.18950520833333334],[0.31243923611111113,-0.18950520833333334],[0.3127256944444444,-0.18950520833333334],[0.3127256944444444,-0.18976996527777779]]]",1,[104],,,,,,,,,,,,,,closet.jpg,space,5.46884,0,8,8,27,1,castle3.jpg,courtroom3.jpg,churchInside4.jpg,brewery2.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19093315972222222],[0.0033506944444444443,-0.19015190972222223],[0.0012239583333333334,-0.18133680555555556],[-0.0010373263888888888,-0.16998697916666666],[-0.0023046875,-0.1540798611111111],[-0.005503472222222222,-0.12485677083333334],[-0.0064756944444444445,-0.09054253472222222],[-0.008355034722222222,-0.04429253472222222],[-0.008355034722222222,-0.02978298611111111],[-0.008355034722222222,0.002894965277777778],[-0.007113715277777778,0.010368923611111112],[-0.0054904513888888885,0.01953559027777778],[-0.003927951388888889,0.0283203125],[-0.0024913194444444444,0.034969618055555554],[-0.0013324652777777777,0.04004774305555556],[-0.0013324652777777777,0.04131944444444444],[-0.0013324652777777777,0.04224826388888889],[-0.0013324652777777777,0.04282552083333333],[-0.0013324652777777777,0.04450954861111111],[-0.0013324652777777777,0.0466015625],[-0.0013324652777777777,0.04869357638888889],[-0.0010460069444444445,0.04927517361111111]]]",1,[31],,,,,,,,,,,,,,readingroom4.jpg,space,2.08492,0,9,9,82,1,publicrestroom2.jpg,sandDunes_desert_outdoor9.jpg,promenadeDeck3.jpg,postoffice4.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.0019444444444444444,-0.19191840277777777],[0.0019444444444444444,-0.19191840277777777],[0.0019444444444444444,-0.19191840277777777],[0.0019444444444444444,-0.19191840277777777],[0.0019444444444444444,-0.19191840277777777],[0.0019444444444444444,-0.19191840277777777],[0.0010460069444444445,-0.19191840277777777],[-0.0011111111111111111,-0.19191840277777777],[-0.00578125,-0.19191840277777777],[-0.012395833333333333,-0.19191840277777777],[-0.029466145833333332,-0.19191840277777777],[-0.054774305555555555,-0.18797309027777778],[-0.10127604166666666,-0.17509982638888888],[-0.13513020833333333,-0.16348090277777777],[-0.1638064236111111,-0.15328125],[-0.1928298611111111,-0.14248697916666667],[-0.2046918402777778,-0.13890625],[-0.2181467013888889,-0.1348611111111111],[-0.22620225694444446,-0.13284722222222223],[-0.23302083333333334,-0.13190538194444446],[-0.23825086805555556,-0.13102864583333335],[-0.2441970486111111,-0.13011284722222222],[-0.24947482638888888,-0.12923177083333334],[-0.2554079861111111,-0.12788194444444445],[-0.26286458333333335,-0.12690104166666666],[-0.2701996527777778,-0.12592447916666666],[-0.27831163194444447,-0.1253862847222222],[-0.28703125,-0.12435763888888889],[-0.29828125,-0.12322916666666667],[-0.30657986111111113,-0.12221788194444444],[-0.31386284722222224,-0.12078125],[-0.31801649305555557,-0.1199609375],[-0.3201736111111111,-0.11963975694444444],[-0.3210980902777778,-0.11931857638888889],[-0.3213888888888889,-0.11931857638888889],[-0.32166232638888886,-0.11931857638888889],[-0.32222222222222224,-0.11931857638888889],[-0.3227994791666667,-0.11931857638888889],[-0.32307291666666665,-0.11931857638888889]],[[-0.002690972222222222,-0.19571614583333333],[-0.002690972222222222,-0.19571614583333333],[-0.002690972222222222,-0.19571614583333333],[-0.002690972222222222,-0.19571614583333333],[-0.002690972222222222,-0.19571614583333333],[-0.002690972222222222,-0.19545572916666668],[-0.0002951388888888889,-0.19229166666666667],[0.0025,-0.19042534722222224],[0.019453125,-0.17467881944444444],[0.035633680555555554,-0.16061631944444443],[0.056766493055555554,-0.14338975694444445],[0.07049045138888889,-0.13351128472222223],[0.08915364583333334,-0.1213107638888889],[0.10419270833333333,-0.11215277777777778],[0.11248263888888889,-0.10856770833333333],[0.12009982638888889,-0.10508246527777777],[0.12545138888888888,-0.10325086805555556],[0.1280078125,-0.10217013888888889],[0.1289236111111111,-0.10185329861111111],[0.1294965277777778,-0.10185329861111111],[0.1297829861111111,-0.10185329861111111],[0.1297829861111111,-0.10185329861111111],[0.1297829861111111,-0.10185329861111111],[0.1297829861111111,-0.10185329861111111],[0.1297829861111111,-0.10185329861111111]]]",2,"[39,25]",,,,,,,,,,,,,,appleorchard2.jpg,space,5.069075,0,10,10,3,1,apartmentBuilding2.jpg,attic1.jpg,aquarium1.jpg,alley3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.002421875,-0.20233072916666667],[-0.002421875,-0.20233072916666667],[-0.002421875,-0.20233072916666667],[-0.002421875,-0.20233072916666667],[-0.0016319444444444445,-0.20233072916666667],[0.0016710069444444444,-0.20185763888888889],[0.01318576388888889,-0.19734809027777778],[0.043754340277777776,-0.18464409722222222],[0.10246961805555556,-0.16536458333333334],[0.13233506944444445,-0.15703125],[0.1736111111111111,-0.1467578125],[0.21106770833333333,-0.13959635416666666],[0.24313802083333333,-0.13368489583333334],[0.2629470486111111,-0.12996527777777778],[0.2833984375,-0.1264236111111111],[0.30048177083333333,-0.12317274305555556],[0.31549045138888887,-0.1187890625],[0.32854600694444447,-0.11403211805555556],[0.3419965277777778,-0.10910590277777778]]]",1,[19],,,,,,,,,,,,,,lab5.jpg,space,1.785535,0,11,11,64,1,igloo2.jpg,newsstand5.jpg,jewelrystore8.jpg,homegarage2.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.0018663194444444445,-0.19886284722222222],[0.006631944444444445,-0.19786024305555555],[0.020147569444444444,-0.1916623263888889],[0.051323784722222224,-0.17520399305555556],[0.09781684027777778,-0.15039496527777776],[0.1341015625,-0.13276475694444445],[0.17530815972222222,-0.11452690972222222],[0.21212239583333334,-0.101875],[0.24266927083333334,-0.0927734375],[0.2637760416666667,-0.08752604166666667],[0.28422743055555555,-0.08188368055555556],[0.2939279513888889,-0.07918836805555556],[0.3027170138888889,-0.07658420138888888],[0.3073914930555556,-0.0748828125],[0.30994791666666666,-0.07414930555555556],[0.3108637152777778,-0.073828125],[0.3114322916666667,-0.073828125]],[[0.0037847222222222223,-0.19965711805555555],[0.0037847222222222223,-0.19965711805555555],[0.0037847222222222223,-0.19965711805555555],[0.0037847222222222223,-0.19965711805555555],[0.0037847222222222223,-0.19965711805555555],[0.0035243055555555557,-0.19965711805555555],[-0.0037586805555555555,-0.19965711805555555],[-0.0257421875,-0.19965711805555555],[-0.06576822916666666,-0.20065538194444443],[-0.14299045138888888,-0.20788194444444444],[-0.16756944444444444,-0.21082899305555555],[-0.19460069444444444,-0.2123611111111111],[-0.2174609375,-0.21421875],[-0.2230078125,-0.21476996527777778],[-0.22908854166666667,-0.21476996527777778],[-0.23276041666666666,-0.21476996527777778],[-0.23339409722222224,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778],[-0.2342621527777778,-0.21476996527777778]]]",2,"[27,27]",,,,,,,,,,,,,,nursery4.jpg,space,2.969915,0,12,12,73,1,musicStore3.jpg,photographer_studio2.jpg,nursery.jpg,library_aisle9.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.004900173611111111,-0.20074652777777777],[-0.004900173611111111,-0.20074652777777777],[-0.004900173611111111,-0.20074652777777777],[-0.004900173611111111,-0.20074652777777777],[-0.004900173611111111,-0.20074652777777777],[-0.004900173611111111,-0.20022135416666667],[-0.004079861111111111,-0.19713107638888888],[0.002829861111111111,-0.18615885416666667],[0.016158854166666667,-0.1669314236111111],[0.03328125,-0.14243923611111112],[0.052721354166666665,-0.11622829861111111],[0.0741015625,-0.0897092013888889],[0.09121961805555556,-0.06791232638888889],[0.11035590277777778,-0.046436631944444445],[0.12160590277777777,-0.03292100694444444],[0.13485677083333333,-0.016822916666666667],[0.14666666666666667,-0.003693576388888889],[0.15290798611111112,0.004006076388888889],[0.15947048611111111,0.010104166666666666],[0.16465711805555555,0.014826388888888889],[0.16848958333333333,0.018229166666666668],[0.17135850694444443,0.021106770833333333],[0.17362847222222222,0.023385416666666665],[0.17489583333333333,0.024661458333333334],[0.17549913194444444,0.025590277777777778],[0.17607204861111111,0.02588107638888889],[0.17607204861111111,0.02588107638888889],[0.17607204861111111,0.02588107638888889],[0.17607204861111111,0.02588107638888889]],[[0.007868923611111111,-0.19565972222222222],[0.007868923611111111,-0.19565972222222222],[0.007868923611111111,-0.19565972222222222],[0.007868923611111111,-0.19565972222222222],[0.007868923611111111,-0.19565972222222222],[0.007868923611111111,-0.19565972222222222],[0.0017881944444444445,-0.19565972222222222],[-0.015412326388888889,-0.19565972222222222],[-0.0592578125,-0.1889670138888889],[-0.12411024305555556,-0.17756944444444445],[-0.19757378472222223,-0.16309027777777776],[-0.26719184027777776,-0.151484375],[-0.3055859375,-0.14411458333333332],[-0.33203125,-0.13853298611111112]]]",2,"[29,14]",,,,,,,,,,,,,,museum3.jpg,space,3.302515,0,13,13,71,1,metroInside2.jpg,pavilion5.jpg,metroInside3.jpg,jewelrystore.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.003754340277777778,-0.19949652777777777],[0.0053125,-0.19949652777777777],[0.024670138888888887,-0.1966753472222222],[0.051280381944444446,-0.19197482638888888],[0.09098524305555555,-0.18514322916666667],[0.13159288194444443,-0.17963975694444445],[0.17796006944444445,-0.17375],[0.2193359375,-0.16998697916666666],[0.25145399305555555,-0.16575520833333332],[0.27131510416666665,-0.16358940972222222],[0.2917664930555556,-0.160078125],[0.300703125,-0.1584765625],[0.30953125,-0.15639756944444444],[0.3148611111111111,-0.15551649305555557],[0.31842447916666666,-0.15472222222222223],[0.3200998263888889,-0.15437065972222222],[0.32101996527777776,-0.15437065972222222],[0.32158854166666667,-0.15437065972222222],[0.32158854166666667,-0.15437065972222222],[0.32158854166666667,-0.15437065972222222]]]",1,[29],,,,,,,,,,,,,,foodcourt.jpg,space,1.70255,0,14,14,43,1,exerciseequipment5.jpg,forestpath10.jpg,dugout2.jpg,diningroom3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[-0.0016753472222222222,-0.20038628472222222],[0.0029123263888888888,-0.19896701388888888],[0.011697048611111111,-0.19536458333333334],[0.04798177083333333,-0.177734375],[0.09013454861111111,-0.15614583333333334],[0.12638888888888888,-0.13930989583333334],[0.19175347222222222,-0.10610243055555556],[0.22431423611111112,-0.08831163194444444],[0.26318576388888887,-0.06514322916666666],[0.2872482638888889,-0.04889322916666667],[0.31135850694444445,-0.03202690972222222],[0.32782552083333333,-0.017660590277777777],[0.3416753472222222,-0.0064366319444444445],[0.3486458333333333,0.0000998263888888889]],[[0.0026866319444444446,-0.19267361111111111],[0.0026866319444444446,-0.19267361111111111],[0.0026866319444444446,-0.19267361111111111],[0.0026866319444444446,-0.19267361111111111],[0.0026866319444444446,-0.19267361111111111],[0.00040798611111111114,-0.19267361111111111],[-0.00787326388888889,-0.1894357638888889],[-0.03488715277777778,-0.17401909722222222],[-0.09936631944444445,-0.1356857638888889],[-0.139765625,-0.11570746527777778],[-0.18440538194444445,-0.09582465277777778],[-0.1918532986111111,-0.0933420138888889],[-0.22730034722222223,-0.08040364583333333],[-0.2355685763888889,-0.07796006944444445],[-0.2421875,-0.07602430555555556],[-0.24487847222222223,-0.07561197916666666],[-0.2462109375,-0.07526475694444444],[-0.24650173611111112,-0.07526475694444444],[-0.24650173611111112,-0.07526475694444444],[-0.24650173611111112,-0.07526475694444444],[-0.24650173611111112,-0.07526475694444444]]]",2,"[22,21]",,,,,,,,,,,,,,botanicalGarden5.jpg,space,3.818385,0,15,15,14,1,ballroom1.jpg,breakroom5.jpg,bistrooutdoor5.jpg,ballroom3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.004040798611111111,-0.20140190972222222],[-0.004040798611111111,-0.20140190972222222],[-0.004040798611111111,-0.20140190972222222],[-0.004040798611111111,-0.20140190972222222],[-0.004040798611111111,-0.20114149305555556],[-0.004040798611111111,-0.19946180555555557],[-0.0020833333333333333,-0.19626736111111112],[0.0009678819444444445,-0.19238715277777776],[0.005160590277777778,-0.18678385416666668],[0.014370659722222222,-0.17618489583333333],[0.02810763888888889,-0.1624392361111111],[0.045355902777777776,-0.14440538194444444],[0.07854166666666666,-0.11528211805555555],[0.10030381944444444,-0.09639322916666666],[0.13246527777777778,-0.0724609375],[0.1670486111111111,-0.04909722222222222],[0.20102430555555556,-0.02699652777777778],[0.23169270833333333,-0.007664930555555556],[0.2493923611111111,0.0021744791666666666],[0.27739149305555555,0.016293402777777778],[0.28412326388888887,0.01935763888888889],[0.2907899305555556,0.022256944444444444],[0.29684461805555556,0.024487847222222223],[0.2999348958333333,0.02525173611111111],[0.30120225694444447,0.02589409722222222],[0.3017708333333333,0.026184895833333333],[0.30233940972222223,0.026184895833333333],[0.30233940972222223,0.026184895833333333],[0.30233940972222223,0.026453993055555555],[0.30233940972222223,0.026453993055555555],[0.30233940972222223,0.026453993055555555],[0.30233940972222223,0.026453993055555555]],[[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.003589409722222222,-0.19628038194444444],[-0.004895833333333334,-0.19628038194444444],[-0.009375,-0.19315972222222222],[-0.018172743055555555,-0.18781684027777779],[-0.02953125,-0.17940538194444444],[-0.04266059027777778,-0.1712673611111111],[-0.056979166666666664,-0.16151041666666666],[-0.07221788194444445,-0.15022135416666665],[-0.08591579861111111,-0.1365234375],[-0.09751736111111112,-0.12495225694444445],[-0.10669704861111111,-0.11333333333333333],[-0.11258246527777778,-0.10475694444444444],[-0.11686197916666667,-0.09567274305555555],[-0.12047309027777778,-0.0868576388888889],[-0.12276909722222222,-0.0747873263888889],[-0.12402777777777778,-0.059735243055555554],[-0.12402777777777778,-0.042738715277777777],[-0.12402777777777778,-0.024526909722222223],[-0.12198350694444444,-0.006410590277777778],[-0.11813368055555555,0.009674479166666666],[-0.11362413194444444,0.02575954861111111],[-0.10795138888888889,0.04021701388888889],[-0.10227864583333333,0.054674479166666665],[-0.09508246527777778,0.070390625],[-0.08787326388888889,0.08613715277777778],[-0.08016927083333333,0.1009375],[-0.07310329861111112,0.115703125],[-0.06625868055555556,0.12940104166666666],[-0.05942708333333333,0.1430859375],[-0.05241319444444444,0.1577560763888889],[-0.04308159722222222,0.17479600694444444],[-0.03453559027777778,0.1905902777777778],[-0.026805555555555555,0.20537326388888888],[-0.019973958333333333,0.21904079861111111],[-0.014761284722222223,0.23060329861111112],[-0.010247395833333334,0.24190538194444444],[-0.007291666666666667,0.2487673611111111],[-0.0032899305555555555,0.25678819444444445],[-0.0011588541666666668,0.2614670138888889],[0.00032118055555555556,0.2636501736111111],[0.0009505208333333334,0.264921875],[0.0015190972222222222,0.2652126736111111],[0.0015190972222222222,0.2652126736111111],[0.0015190972222222222,0.2652126736111111],[0.0015190972222222222,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.001775173611111111,0.2652126736111111],[0.0015147569444444444,0.2652126736111111],[0.0015147569444444444,0.2652126736111111],[0.0015147569444444444,0.2652126736111111],[0.0015147569444444444,0.2652126736111111]]]",2,"[32,67]",,,,,,,,,,,,,,dugout1.jpg,space,3.935545,0,16,16,40,1,drycleaners4.jpg,farm1.jpg,drymountains.jpg,clothingstore3.jpg,,
Image_List_4,,,,,,,,,,,,,,,,43947,2020-11-25_00h48.58.667,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.0019053819444444444,-0.19033854166666667],[-0.002942708333333333,-0.19033854166666667],[-0.009123263888888889,-0.19033854166666667],[-0.012374131944444445,-0.19033854166666667],[-0.022400173611111112,-0.1882204861111111],[-0.038485243055555556,-0.18370225694444445],[-0.051705729166666665,-0.17885850694444444],[-0.06855902777777778,-0.17237413194444445],[-0.08301649305555556,-0.16669270833333333],[-0.09421440972222223,-0.16332899305555557],[-0.10375,-0.16067274305555557],[-0.125859375,-0.1543967013888889],[-0.14184027777777777,-0.14862847222222222],[-0.1642230902777778,-0.13967013888888888],[-0.19151475694444445,-0.12764322916666668],[-0.21225694444444446,-0.11799045138888889],[-0.23339409722222224,-0.10852430555555556],[-0.24358506944444444,-0.10397569444444445],[-0.2523220486111111,-0.1003689236111111],[-0.2582769097222222,-0.0980642361111111],[-0.26495225694444446,-0.09566840277777777],[-0.2708550347222222,-0.09385416666666667],[-0.27969184027777777,-0.09127170138888889],[-0.2857421875,-0.0889453125],[-0.2930642361111111,-0.08652777777777777],[-0.29776475694444443,-0.08481770833333334],[-0.3003168402777778,-0.08408854166666667],[-0.30158854166666665,-0.08345486111111111],[-0.3018793402777778,-0.0831640625],[-0.3018793402777778,-0.0831640625],[-0.3018793402777778,-0.08289930555555555],[-0.3018793402777778,-0.08289930555555555]]]",1,[42],,,,,,,,,,,,,,airplanecabin5.jpg,space,3.41981,0,17,17,0,1,airplanecabin1.jpg,alley2.jpg,appleorchard4.jpg,airplanecabin3.jpg,,
