image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_4,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_5,key_resp.keys,key_resp.rt
Image_List_4,space,11.368485,space,2.7817,space,8.589995,space,2.678915,0,0,0,1,1,ahead_left.jpg,ahead_left_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,2.01311,space,1.468965,0,1,1,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.796185,space,0.741905,0,2,2,2,1,ahead_right.jpg,ahead_right_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.99508,space,0.516705,0,3,3,5,1,right.jpg,right_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,1.322285,space,0.459865,0,4,4,0,1,ahead.jpg,ahead_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.50092,space,0.368025,0,5,5,6,1,right_left.jpg,right_left_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,space,0.389855,space,0.381935,0,6,6,4,1,left.jpg,left_path.jpg,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,8.884515,"[""slight_left_box"",""slight_right_box""]",space,1.58078,0,0,0,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,3.493985,"[""ahead_box""]",space,0.681235,0,1,1,0,1,ahead_2.jpg,ahead_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_4,,,,,,,,,,,,,,,,44178,2020-11-17_16h54.16.254,lingCatScenes,2020.1.3,MacIntel,60,"[1440,900]",space,6.675095,"[""slight_left_box"",""slight_right_box""]",space,0.99761,0,2,2,5,1,right_2.jpg,right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
