image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,practice_complete.keys,practice_complete.rt,boxes_checked,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_2,trial_complete.keys,trial_complete.rt,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.time,trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_3,Image_List_4,Image_List_5,key_resp.keys,key_resp.rt
Image_List_2,space,15.94647,space,5.42335,space,9.46807,space,3.727655,0,0,0,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,6.68869,space,3.851965,0,1,1,1,1,ahead_left.jpg,ahead_left_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,5.524405,space,2.6341,0,2,2,2,1,ahead_right.jpg,ahead_right_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,5.702035,space,1.084525,0,3,3,0,1,ahead.jpg,ahead_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,2.57084,space,3.870405,0,4,4,4,1,left.jpg,left_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,3.210035,space,1.05257,0,5,5,6,1,right_left.jpg,right_left_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,space,2.234465,space,1.15127,0,6,6,5,1,right.jpg,right_path.jpg,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,"[1500,1000]",space,2.425695,[],space,1.170315,0,0,0,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,"[1500,1000]",space,9.81655,"[""ahead_box""]",space,2.72889,0,1,1,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
Image_List_2,,,,,,,,,,,,,,,,44580,2020-11-17_16h16.44.137,lingCatScenes,2020.1.3,Win32,60,"[1500,1000]",space,8.859545,"[""right_box""]",space,1.29809,0,2,2,5,1,right_2.jpg,right_2_path.jpg,,,,,,,,,,,,,,,,,,,,,,,
