image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,drawing,numDrawings,drawingSizes,practice_complete.keys,practice_complete.rt,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_5,trial_complete.keys,trial_complete.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_3,Image_List_4,key_resp.keys,key_resp.rt
Image_List_5,space,23.9478,space,4.6782,space,6.0441,space,5.3147,0,0,0,6,1,right_left.jpg,right_left_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,2.8002,space,2.3323,0,1,1,2,1,ahead_right.jpg,ahead_right_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,1.2427,space,4.7721,0,2,2,0,1,ahead.jpg,ahead_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,0.9201,space,2.3763,0,3,3,1,1,ahead_left.jpg,ahead_left_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,0.8239,space,2.738,0,4,4,5,1,right.jpg,right_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,0.6604,space,1.0668,0,5,5,4,1,left.jpg,left_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,space,3.4642,space,6.8226,0,6,6,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,"[1920,1080]",[],0,[],space,0.7334,space,0.4778,0,0,0,0,1,ahead_2.jpg,ahead_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,"[1920,1080]",[],0,[],space,0.6707,space,0.6878,0,1,1,4,1,left_2.jpg,left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,"[1920,1080]",[],0,[],space,0.8134,space,3.6563,0,2,2,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,"[1920,1080]",[],0,[],space,0.8464,space,0.8248,0,3,3,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_5,,,,,,,,,,,,,,,,46695,2022-03-14_08h49.06.942,analogCatScenes,2020.1.3,Win32,60,"[1920,1080]",[],0,[],space,0.7595,space,0.5522,0,4,4,6,1,right_left_2.jpg,right_left_2_path.jpg,,,,,,,,,,,,,,,,
