image_list,key_resp_intructions.keys,key_resp_intructions.rt,key_resp_intructions_3.keys,key_resp_intructions_3.rt,PracticeComplete_2.keys,PracticeComplete_2.rt,PracticeComplete_3.keys,PracticeComplete_3.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,demo_images,path_images,participant,date,expName,psychopyVersion,OS,frameRate,windowSize,drawing,numDrawings,drawingSizes,practice_complete.keys,practice_complete.rt,PracticeComplete.keys,PracticeComplete.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_images,feedback_images,key_resp_intructions_2.keys,key_resp_intructions_2.rt,Image_List_3,trial_complete.keys,trial_complete.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Image_List_1,Image_List_2,Image_List_4,Image_List_5,key_resp.keys,key_resp.rt
Image_List_3,space,26.4411,space,4.8717,space,20.8239,space,4.2072,0,0,0,6,1,right_left.jpg,right_left_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,2.0857,space,3.3376,0,1,1,2,1,ahead_right.jpg,ahead_right_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,2.0736,space,2.3748,0,2,2,3,1,ahead_right_left.jpg,ahead_right_left_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,1.5452,space,1.493,0,3,3,5,1,right.jpg,right_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,1.6161,space,1.6019,0,4,4,1,1,ahead_left.jpg,ahead_left_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,0.9832,space,1.4013,0,5,5,4,1,left.jpg,left_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,space,1.0653,space,1.3178,0,6,6,0,1,ahead.jpg,ahead_path.jpg,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image_List_3,,,,,,,,,,,,,,,,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,1.416,space,1.2782,0,0,0,3,1,ahead_right_left_2.jpg,ahead_right_left_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_3,,,,,,,,,,,,,,,,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]",[],0,[],space,1.0899,space,1.3092,0,1,1,2,1,ahead_right_2.jpg,ahead_right_2_path.jpg,,,,,,,,,,,,,,,,
Image_List_3,,,,,,,,,,,,,,,,46542,2022-03-03_19h34.55.497,analogCatScenes,2020.1.3,MacIntel,60,"[1440,900]","[[[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1981467013888889],[0.00016493055555555556,-0.1978559027777778],[0.00045138888888888887,-0.19756510416666667],[0.0007378472222222222,-0.19698350694444444],[0.0010546875,-0.1960546875],[0.0016579861111111112,-0.19512586805555557],[0.0022612847222222223,-0.19419704861111112],[0.002894965277777778,-0.19292100694444445],[0.003498263888888889,-0.1919921875],[0.0041015625,-0.19042534722222224],[0.004735243055555556,-0.18914930555555556],[0.005021701388888889,-0.1882204861111111],[0.005308159722222222,-0.18729166666666666],[0.005911458333333334,-0.1863628472222222],[0.0062282986111111115,-0.1854340277777778],[0.006831597222222222,-0.18450520833333334],[0.0071484375,-0.18322916666666667],[0.0078125,-0.1815451388888889],[0.0084765625,-0.1798611111111111],[0.009140625,-0.17817708333333335],[0.009835069444444445,-0.17608506944444444],[0.01046875,-0.17376302083333334],[0.011163194444444444,-0.17167100694444445],[0.011857638888888888,-0.16957899305555554],[0.012552083333333333,-0.16748697916666666],[0.013307291666666667,-0.1644487847222222],[0.013684895833333334,-0.1629296875],[0.015638020833333332,-0.15783854166666667],[0.017335069444444445,-0.153671875],[0.018502604166666665,-0.15057291666666667],[0.019761284722222223,-0.14640625],[0.0215234375,-0.14104600694444444],[0.023346354166666666,-0.13509114583333334],[0.027269965277777777,-0.1237282986111111],[0.030473090277777778,-0.11411024305555556],[0.03323350694444444,-0.1036501736111111],[0.039778645833333334,-0.07735677083333334],[0.04475260416666667,-0.05677083333333333],[0.04681857638888889,-0.04711805555555556],[0.04897569444444445,-0.03631076388888889],[0.054982638888888886,-0.012191840277777777],[0.06036458333333333,0.013146701388888888],[0.06584201388888888,0.03976996527777778],[0.06906684027777778,0.05538628472222222],[0.07109809027777778,0.07359809027777778],[0.07294270833333333,0.08768229166666666],[0.0741015625,0.10194444444444445],[0.0741015625,0.11006076388888889],[0.0741015625,0.116015625],[0.0741015625,0.1213107638888889],[0.07359809027777778,0.12739149305555555],[0.07239149305555556,0.13096354166666666],[0.07118489583333333,0.13453559027777778],[0.07001302083333333,0.13810763888888888],[0.06862413194444444,0.1440625],[0.06598090277777778,0.15302083333333333],[0.06314670138888889,0.15969618055555557],[0.059622395833333335,0.1677517361111111],[0.0575390625,0.17191840277777778],[0.0533984375,0.17732204861111112],[0.05165364583333333,0.17906684027777778],[0.050694444444444445,0.18034288194444445],[0.049765625,0.1806640625],[0.04918402777777778,0.18095486111111111],[0.04889322916666667,0.18153645833333334],[0.04831163194444445,0.18182725694444443],[0.04802083333333333,0.18182725694444443],[0.04743923611111111,0.18211805555555555],[0.0471484375,0.18211805555555555],[0.046857638888888886,0.18211805555555555],[0.046857638888888886,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.04656684027777778,0.18211805555555555],[0.047139756944444444,0.18211805555555555]]]",1,[120],space,22.2184,space,2.5597,0,2,2,1,1,ahead_left_2.jpg,ahead_left_2_path.jpg,,,,,,,,,,,,,,,,
