presentedImage,participant,0,1,2,3,4,5,6
ruralroad7.jpg,46781,-0.7153813,-0.7153813,0.06220707,1.524073,1.275245,-0.7153813,-0.7153813
sandDunes_desert_outdoor.jpg,46781,,,,,,,
sandDunes_desert_outdoor3.jpg,46781,,,,,,,
sandDunes_desert_outdoor8.jpg,46781,,,,,,,
sandDunes_desert_outdoor9.jpg,46781,,,,,,,
sandbox.jpg,46781,,,,,,,
savanna.jpg,46781,,,,,,,
savanna5.jpg,46781,-0.3980558,-0.3980558,-0.3980558,2.265406,-0.2751268,-0.3980558,-0.3980558
sculpturegarden1.jpg,46781,,,,,,,
sculpturegarden2.jpg,46781,,,,,,,
sculpturegarden3.jpg,46781,,,,,,,
sculpturegarden4.jpg,46781,,,,,,,
shoestore2.jpg,46781,-0.4847808,-0.4847808,2.183364,0.2405401,-0.4847808,-0.4847808,-0.4847808
shoestore4.jpg,46781,,,,,,,
sidewalk1.jpg,46781,,,,,,,
sidewalk2.jpg,46781,,,,,,,
sidewalk3.jpg,46781,,,,,,,
sidewalk5.jpg,46781,,,,,,,
skatepark5.jpg,46781,,,,,,,
skatepark7.jpg,46781,,,,,,,
soccerfield.jpg,46781,,,,,,,
soccerfield2.jpg,46781,,,,,,,
staircase.jpg,46781,-0.5904362,-0.5904362,1.966092,0.7730453,-0.3773922,-0.5904362,-0.5904362
staircase4.jpg,46781,,,,,,,
staircase6.jpg,46781,,,,,,,
staircase7.jpg,46781,,,,,,,
stripmall.jpg,46781,,,,,,,
stripmall3.jpg,46781,,,,,,,
stripmall6.jpg,46781,,,,,,,
tenniscourt.jpg,46781,,,,,,,
tenniscourt3.jpg,46781,,,,,,,
theater2.jpg,46781,,,,,,,
ticket_counter6.jpg,46781,,,,,,,
tollbooth8.jpg,46781,-0.3851043,-0.3851043,-0.3851043,2.267494,-0.3419726,-0.3851043,-0.3851043
track.jpg,46781,,,,,,,
track5.jpg,46781,,,,,,,
trainStation1.jpg,46781,,,,,,,
trainStation3.jpg,46781,,,,,,,
trainStation5.jpg,46781,,,,,,,
treehouse.jpg,46781,-0.5726185,-0.5726185,0.5408064,2.071766,-0.3220979,-0.5726185,-0.5726185
tvstudio2.jpg,46781,,,,,,,
tvstudio3.jpg,46781,,,,,,,
volleyballcourt.jpg,46781,,,,,,,
volleyballcourt4.jpg,46781,,,,,,,
waitingroom2.jpg,46781,-0.3779645,-0.3779645,-0.3779645,2.267787,-0.3779645,-0.3779645,-0.3779645
waitingroom3.jpg,46781,,,,,,,
waitingroom4.jpg,46781,,,,,,,
warehouse1.jpg,46781,,,,,,,
warehouse2.jpg,46781,,,,,,,
warehouse3.jpg,46781,,,,,,,
warehouse4.jpg,46781,-0.4405372,-0.4405372,-0.4405372,-0.03964834,2.242334,-0.4405372,-0.4405372
warehouseoutside1.jpg,46781,,,,,,,
warehouseoutside2.jpg,46781,,,,,,,
warehouseoutside3.jpg,46781,,,,,,,
warehouseoutside4.jpg,46781,-0.5629182,-0.5629182,1.993848,0.7305046,-0.4726794,-0.5629182,-0.5629182
weightroom.jpg,46781,,,,,,,
weightroom4.jpg,46781,,,,,,,
weightroom5.jpg,46781,-0.3906469,-0.3906469,-0.3906469,2.266852,-0.3136179,-0.3906469,-0.3906469
windmill1.jpg,46781,,,,,,,
windmill2.jpg,46781,,,,,,,
wineVineyard2.jpg,46781,,,,,,,
wineVineyard8.jpg,46781,,,,,,,
wineVineyard9.jpg,46781,-0.3888256,-0.3888256,-0.3888256,2.267104,-0.3229761,-0.3888256,-0.3888256
winebarrel2.jpg,46781,,,,,,,
