presentedImage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ATM1.jpg,-0.52954485,-0.52954485,-0.52954485,0.6870718625,1.826980775,0.19051501250000002,-0.018629322499999993,0.22861925,0.47283862249999997,0.2989743375,-0.3899412875,-0.4197235625,-0.3561428125,-0.4023833625,-0.52954485
ATM4.jpg,-0.8811867916666666,-0.8811867916666666,0.042423175,1.1332964866666666,0.744202075,0.42457971,0.8693128408333334,0.3340211341666666,-0.05564138333333333,0.05616551999999999,0.3738783083333333,-0.03538038333333334,-0.4247595333333334,-0.8185374416666668,-0.8811867916666666
HorseRaceTrack.jpg,-0.6564319,-0.6564319,-0.6564319,-0.6564319,-0.056665287499999994,1.7968770875,1.6688926875,0.8670890125,0.6347664375000001,0.1734784125,-0.347355775,-0.40127535,-0.442941885,-0.6107056625,-0.6564319
RVinside2.jpg,-0.35167981666666664,-0.35167981666666664,-0.35167981666666664,-0.35167981666666664,-0.35167981666666664,-0.33307257500000004,-0.3091489725,3.2190133166666666,0.5366856833333333,0.17388441666666665,-0.12524922000000002,-0.3486741416666667,-0.35167981666666664,-0.35167981666666664,-0.35167981666666664
ShowJumping7.jpg,-0.7657586363636363,-0.7657586363636363,-0.7611122454545455,0.02903825454545453,0.5261281045454546,0.05286593254545455,-0.09577137272727274,0.5522167954545455,1.5386553363636362,1.4106967181818182,-0.13726695545454548,0.06175418454545454,-0.11417019599999999,-0.7657586363636363,-0.7657586363636363
airplanecabin1.jpg,-0.2864422,-0.2864422,-0.2864422,-0.2864422,-0.2864422,-0.19121607499999999,-0.08833297500000001,3.570283,-0.1398697125,-0.2864422,-0.2864422,-0.2864422,-0.2864422,-0.2864422,-0.2864422
airplanecabin3.jpg,-0.5530302416666667,-0.5530302416666667,-0.36865596666666667,-0.4773050833333334,-0.5036442666666666,-0.23137832916666667,0.20983875833333332,0.9294538283333335,1.3826521083333334,1.880606575,0.19483439633333335,-0.35989974616666665,-0.4575506916666667,-0.5398606416666667,-0.5530302416666667
airplanecabin5.jpg,-0.5774958705882353,-0.5774958705882353,-0.5240051411764706,1.8959572235294118,1.6463646,0.4665641824117647,0.16102977829411763,0.0017853860588235284,-0.19976871235294116,-0.3484334117647059,-0.17756423529411763,-0.1581646823529412,-0.45378163529411764,-0.5774958705882353,-0.5774958705882353
airportTerminal2.jpg,-0.6354911833333333,-0.6354911833333333,-0.5517849650000001,-0.3767213,0.605527075,0.16987927666666666,-0.04620423333333334,1.1875928108333333,0.10246837666666668,0.6943932500000001,1.153549925,-0.0244030083333333,-0.3723327083333334,-0.6354911833333333,-0.6354911833333333
airportTerminal3.jpg,-0.7730492823529411,-0.7698610470588235,-0.11851074352941178,0.2523748411764706,0.07414080117647058,0.15649851864705885,-0.009321848823529419,-0.04185483294117647,0.5137872117647059,1.5815182535294117,1.5280848470588235,-0.10014406470588237,-0.7475639823529411,-0.7730492823529411,-0.7730492823529411
airportTerminal4.jpg,-0.5413706625,-0.5413706625,-0.4636038275,0.03183668749999996,2.2171125125,1.1030682,0.4671026425,0.24346322874999998,0.3287905875,-0.20695980249999998,-0.47258616249999996,-0.5413706625,-0.5413706625,-0.5413706625,-0.5413706625
airportTerminal6.jpg,-0.574859275,-0.5606097833333333,-0.49173729666666666,-0.5115678666666666,-0.11599255166666668,0.18147784833333333,0.2752081125,3.001719416666667,0.46794294166666667,0.20202426666666665,0.15679078333333332,-0.3414425758333333,-0.5392355583333334,-0.574859275,-0.574859275
alley1.jpg,-0.491387525,-0.491387525,-0.491387525,-0.491387525,-0.491387525,-0.375917175,-0.24120175,0.23151604,1.086831225,2.61782575,1.10343381625,-0.491387525,-0.491387525,-0.491387525,-0.491387525
alley2.jpg,-0.4618823304347826,-0.4618823304347826,-0.4618823304347826,-0.4618823304347826,-0.4618823304347826,-0.4107860043478261,-0.29265926000000003,0.2178348047826087,0.8940713565217391,2.4395512173913043,1.308928752173913,-0.4618823304347826,-0.4618823304347826,-0.4618823304347826,-0.4618823304347826
alley3.jpg,-0.5264083166666667,-0.45079844666666663,-0.24567701666666666,-0.10303480833333334,-0.08178148333333334,-0.1343560325,0.010238205000000016,0.9325426008333334,2.72089875,0.5104180333333334,-0.5264083166666667,-0.5264083166666667,-0.5264083166666667,-0.5264083166666667,-0.5264083166666667
alley4.jpg,-0.29978105833333335,-0.29978105833333335,-0.29978105833333335,-0.29978105833333335,-0.22128230833333332,-0.23000439166666667,-0.19820375833333334,3.5083261666666665,0.03430970666666668,-0.22782386666666668,-0.2670732416666667,-0.29978105833333335,-0.29978105833333335,-0.29978105833333335,-0.29978105833333335
