presentedImage,participant,ahead,right,left,sharp_right,slight_right,slight_left,sharp_left
appleorchard3.jpg,44238,,,,,,,
appleorchard3.jpg,44321,0.0,1.0,0.0,0.0,0.0,0.0,0.0
appleorchard3.jpg,44322,,,,,,,
appleorchard3.jpg,44347,,,,,,,
appleorchard3.jpg,44421,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard3.jpg,44464,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appleorchard3.jpg,44480,,,,,,,
appleorchard3.jpg,44502,,,,,,,
appleorchard3.jpg,44508,0.0,1.0,0.0,0.0,0.0,0.0,0.0
appleorchard3.jpg,44576,,,,,,,
appleorchard3.jpg,44582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard3.jpg,44584,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appleorchard3.jpg,44606,,,,,,,
appleorchard3.jpg,44612,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard3.jpg,44614,,,,,,,
appleorchard4.jpg,43903,,,,,,,
appleorchard4.jpg,44162,,,,,,,
appleorchard4.jpg,44218,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appleorchard4.jpg,44235,,,,,,,
appleorchard4.jpg,44241,,,,,,,
appleorchard4.jpg,44293,,,,,,,
appleorchard4.jpg,44354,,,,,,,
appleorchard4.jpg,44398,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard4.jpg,44542,,,,,,,
appleorchard4.jpg,44557,1.0,0.0,0.0,0.0,1.0,0.0,0.0
appleorchard4.jpg,44563,,,,,,,
appleorchard4.jpg,44581,,,,,,,
appleorchard4.jpg,44602,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appleorchard4.jpg,44608,,,,,,,
applestore1.jpg,43903,,,,,,,
applestore1.jpg,44162,,,,,,,
applestore1.jpg,44218,0.0,0.0,0.0,0.0,0.0,0.0,1.0
applestore1.jpg,44235,,,,,,,
applestore1.jpg,44241,,,,,,,
applestore1.jpg,44293,,,,,,,
applestore1.jpg,44354,,,,,,,
applestore1.jpg,44398,0.0,0.0,0.0,0.0,0.0,0.0,1.0
applestore1.jpg,44542,,,,,,,
applestore1.jpg,44557,1.0,1.0,0.0,0.0,1.0,1.0,0.0
applestore1.jpg,44563,,,,,,,
applestore1.jpg,44581,,,,,,,
applestore1.jpg,44602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
applestore1.jpg,44608,,,,,,,
applestore2.jpg,43899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
applestore2.jpg,43965,0.0,0.0,1.0,0.0,1.0,0.0,0.0
applestore2.jpg,43992,,,,,,,
applestore2.jpg,44033,0.0,0.0,0.0,0.0,0.0,0.0,1.0
applestore2.jpg,44076,1.0,1.0,0.0,0.0,0.0,0.0,0.0
applestore2.jpg,44365,0.0,1.0,0.0,1.0,1.0,0.0,0.0
applestore2.jpg,44368,0.0,1.0,1.0,0.0,0.0,0.0,0.0
applestore2.jpg,44422,,,,,,,
applestore2.jpg,44532,,,,,,,
applestore2.jpg,44533,,,,,,,
applestore2.jpg,44579,0.0,0.0,0.0,1.0,0.0,0.0,1.0
applestore4.jpg,43899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
applestore4.jpg,43965,0.0,0.0,1.0,0.0,1.0,0.0,0.0
applestore4.jpg,43992,,,,,,,
applestore4.jpg,44033,0.0,0.0,0.0,1.0,0.0,0.0,0.0
applestore4.jpg,44076,0.0,0.0,0.0,0.0,0.0,0.0,1.0
applestore4.jpg,44365,1.0,0.0,0.0,0.0,0.0,0.0,1.0
applestore4.jpg,44368,0.0,0.0,1.0,0.0,1.0,0.0,0.0
applestore4.jpg,44422,,,,,,,
applestore4.jpg,44532,,,,,,,
applestore4.jpg,44533,,,,,,,
applestore4.jpg,44579,0.0,0.0,1.0,0.0,0.0,0.0,0.0
applestore6.jpg,43903,,,,,,,
applestore6.jpg,44162,,,,,,,
applestore6.jpg,44218,0.0,0.0,1.0,0.0,0.0,0.0,0.0
applestore6.jpg,44235,,,,,,,
applestore6.jpg,44241,,,,,,,
applestore6.jpg,44293,,,,,,,
applestore6.jpg,44354,,,,,,,
applestore6.jpg,44398,1.0,0.0,0.0,1.0,0.0,0.0,0.0
applestore6.jpg,44542,,,,,,,
applestore6.jpg,44557,1.0,1.0,1.0,0.0,0.0,0.0,0.0
applestore6.jpg,44563,,,,,,,
applestore6.jpg,44581,,,,,,,
applestore6.jpg,44602,0.0,0.0,0.0,0.0,0.0,1.0,0.0
applestore6.jpg,44608,,,,,,,
aquarium1.jpg,43903,,,,,,,
aquarium1.jpg,44162,,,,,,,
aquarium1.jpg,44218,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aquarium1.jpg,44235,,,,,,,
aquarium1.jpg,44241,,,,,,,
aquarium1.jpg,44293,,,,,,,
aquarium1.jpg,44354,,,,,,,
aquarium1.jpg,44398,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aquarium1.jpg,44542,,,,,,,
aquarium1.jpg,44557,0.0,1.0,0.0,0.0,1.0,0.0,0.0
aquarium1.jpg,44563,,,,,,,
aquarium1.jpg,44581,,,,,,,
aquarium1.jpg,44602,0.0,1.0,0.0,0.0,0.0,0.0,0.0
aquarium1.jpg,44608,,,,,,,
arcade1.jpg,43812,,,,,,,
arcade1.jpg,43823,,,,,,,
arcade1.jpg,43974,,,,,,,
