presentedImage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
ATM1.jpg,-0.459077125,-0.459077125,-0.459077125,-0.459077125,-0.459077125,-0.459077125,-0.459077125,-0.36778275,0.7988150687500001,1.4819189875,2.2371412999999998,0.835043475,0.36514463875,0.07624382625,-0.017675865,-0.04260102749999999,-0.04026795625,-0.13096578749999999,0.5682733975,0.43519217874999994,0.35115555624999994,0.6355735475,0.3532500875,0.14117170874999999,-0.30220349874999997,-0.38344629125,-0.38344629125,-0.351033075,-0.37264188625,-0.351033075,-0.29701105,-0.2429889875,-0.4050551,-0.459077125,-0.459077125,-0.459077125
ATM4.jpg,-0.793469925,-0.793469925,-0.793469925,-0.793469925,-0.793469925,-0.6085865833333334,0.5820966816666667,1.2188903916666667,0.6734572666666666,1.1859977916666666,0.6798597908333334,0.6007464100000001,0.3756541158333333,0.34841149499999996,0.38077337583333337,0.9432693575000001,0.8433638416666667,0.04853093666666666,0.6282135750000001,0.09463297166666666,-0.16596092833333334,-0.08774480833333333,0.03690970583333333,0.09568043250000001,0.4931068791666666,0.18240424999999996,-0.1344980875,0.16190516666666668,-0.06116387499999998,-0.27218571666666663,-0.4728188583333333,-0.6297160416666666,-0.793469925,-0.793469925,-0.793469925,-0.793469925
HorseRaceTrack.jpg,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.5942174875,-0.28625635,0.3887967875,0.5511798,2.4357385625,1.92099804,1.73506225,1.07765215,0.6094651375,0.9391316000000001,0.7061345125,0.4886814125,0.478786425,0.185949375,0.0432171125,-0.24168370249999999,-0.3633565625,-0.393961075,-0.2686381375,-0.43864455,-0.4247801725,-0.37289105,-0.457007973625,-0.5887459,-0.5942174875,-0.5942174875,-0.5942174875
RVinside2.jpg,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.24712089083333333,-0.24712089083333333,-0.235669975,-0.19186611666666667,0.9272702616666667,4.778638916666666,1.125895325,0.1542144,0.09024756666666667,0.112210225,0.20395733333333335,0.06923164074999999,-0.213419,-0.2600088583333333,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334,-0.27574818333333334
ShowJumping7.jpg,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454,-0.30627263636363633,0.05609509090909093,0.3122024636363636,0.5158212172727272,0.5565617809090909,0.1463145527272727,-0.004632147272727266,-0.045616863636363636,-0.09214467727272725,-0.09675136363636364,-0.22440853545454545,1.1821886302727274,1.1644084545454545,1.3166464,1.641399009090909,2.045640972727273,0.2297461181818182,-0.13773610909090908,-0.14210415545454544,-0.13576469790909093,0.1917826590909091,0.10612872372727274,0.2775348818181818,-0.42545687454545456,-0.6729996363636364,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454,-0.6780530454545454
airplanecabin1.jpg,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.08996625,-0.05179823749999998,-0.07724358749999999,-0.0017900500000000048,0.610951625,5.6019823749999995,0.30646110925000003,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125,-0.2171930125
airplanecabin3.jpg,-0.5059577333333333,-0.5059577333333333,-0.5059577333333333,-0.5059577333333333,-0.4997933333333333,-0.333354475,-0.35184764166666666,-0.4319849,-0.4628069166666667,-0.4504781066666667,-0.4689713166666667,-0.4689713166666667,-0.4200365828333333,-0.17797634775,0.31328459166666667,0.21830352500000003,0.04690881666666668,0.14389505883333334,1.490623645,1.4415382166666666,1.0409469666666666,1.5912899333333332,1.7732698666666666,1.7739306750000001,0.534726325,-0.009312026666666659,-0.2519345333333333,-0.302594175,-0.36421762333333335,-0.44431370416666666,-0.4196560916666667,-0.4628069166666667,-0.5059577333333333,-0.5059577333333333,-0.5059577333333333,-0.5059577333333333
airplanecabin5.jpg,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4091774705882353,0.45002700011764707,1.5534513282352942,2.9839973294117645,1.1882855588235293,1.0642949029411763,0.5853761052941175,0.2684117322941177,0.17144809758823532,0.1258983064117647,0.13248649111764704,-0.12179514588235293,0.20012107176470587,-0.0629502605882353,-0.27659484764705883,-0.2813474177647059,-0.3316656511764706,-0.2792967923529412,-0.21490229352941176,-0.14571992352941177,-0.1679350405882353,0.032221411764705866,-0.35540834705882357,-0.3088748176470588,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882,-0.4833625764705882
airportTerminal2.jpg,-0.5826760000000001,-0.5826760000000001,-0.5826760000000001,-0.5826760000000001,-0.5826760000000001,-0.5711717749999999,-0.4561295416666667,-0.3871041583333333,-0.38135207499999996,0.05124430833333334,0.7814038750000001,0.46940731416666664,0.21562356666666668,0.1895192583333333,0.09269294216666668,-0.04390530833333334,-0.030642836666666663,-0.07930978658333333,2.0151184841666665,0.12824390333333333,0.07345406333333333,0.352436465,0.6030836,0.8350883666666666,1.2064157166666667,1.1565596749999998,0.4187997583333333,0.08291788833333336,-0.2777403491666667,-0.30838167833333335,-0.33252004166666665,-0.5596675583333334,-0.5826760000000001,-0.5826760000000001,-0.5826760000000001,-0.5826760000000001
airportTerminal3.jpg,-0.7135126705882353,-0.7135126705882353,-0.7135126705882353,-0.7135126705882353,-0.683055594117647,-0.11034732941176471,0.005474147058823516,0.21673319941176472,0.12129544941176473,0.3018500294117647,0.07797247176470588,-0.0002804611764705855,0.09257994400000001,0.13562615564705882,0.19434734294117648,-0.0845932494117647,-0.10849760647058823,-0.33850218000000004,0.21853331117647057,0.3178871474117647,0.42090674117647053,0.8674129494117647,1.3109150923529411,1.7921969,1.6128496352941175,1.5008880529411766,0.534145494117647,-0.013568694117647058,-0.5812810823529412,-0.6736152411764705,-0.7062585882352942,-0.7135126705882353,-0.7135126705882353,-0.7135126705882353,-0.7135126705882353,-0.7135126705882353
airportTerminal4.jpg,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.44548401375,-0.42389165,-0.43108910625,-0.11440114999999998,1.32194513,2.6543480375,1.53655225,1.180224975,1.0246876125,0.71252323125,0.46407969875,0.35313971125,-0.075411549375,0.4597208495,0.3349045,0.42309601250000006,-0.004110010000000011,-0.09760098875,-0.35563513125,-0.400735575,-0.47477508749999997,-0.498432425,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.5102611,-0.5102611
airportTerminal6.jpg,-0.47740946666666667,-0.47740946666666667,-0.47740946666666667,-0.47740946666666667,-0.4344538,-0.3962709858333333,-0.42013524166666666,-0.41536239166666666,-0.43922665,-0.36976133333333333,-0.16533194166666668,0.0651253575,0.13303766250000001,0.17794903333333334,0.2448858375,0.21429042500000003,0.29974728166666664,0.4009254,4.764459083333334,1.0572237083333333,0.288354565,0.24066523083333333,0.21337152916666668,0.16384163333333332,0.18449233333333334,0.12618787499999998,-0.09813646666666669,-0.2540364116666667,-0.387611725,-0.42013524166666666,-0.47740946666666667,-0.47740946666666667,-0.47740946666666667,-0.47740946666666667,-0.47740946666666667,-0.47740946666666667
alley1.jpg,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.418158925,-0.3085643,-0.1578716625,-0.2126690375,-0.1989696625,-0.161657825,0.5182821875,0.785405475,0.8691298000000001,1.4979409875,2.020008975,2.940295,2.5786344125,-0.2509239875,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825,-0.43185825
alley2.jpg,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.3648386826086956,-0.347691652173913,-0.3143668927826087,-0.2429960908695652,-0.20049817391304348,-0.13870033782608696,0.5332211417391304,0.6467446217391304,0.7699252434782607,1.1450016304347825,1.812829808695652,2.967152417391304,2.1570857152173915,0.48428775217391307,-0.34532493913043477,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652,-0.4077062608695652
